advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament	European Parliament	178362315106	Facebook	d142	2019-05-22	175	1	10912217	4834683	58793	13388
Best For Britain	Best for Britain	1863944713844924	Facebook	d142	2019-05-22	42	1	9216637	3973333	79330	18187
European Commission	European Commission	107898832590939	Facebook	d142	2019-05-22	89	1	8577917	3995452	22887	5834
Green Party of England and Wales	The Green Party of England and Wales	20995300784	Facebook	d142	2019-05-22	57	1	5417567	2436500	39847	8823
SPD	SPD	47930567748	Facebook	d142	2019-05-22	551	1	4544127	1282000	64977	2783
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	d142	2019-05-22	176	1	4533781	1884949	73642	18742
Avaaz	Avaaz	8340223883	Facebook	d142	2019-05-22	79	1	4348159	1918595	24989	6156
European Greens	European Greens	141366725876424	Facebook	d142	2019-05-22	37	1	3960905	1843750	30205	6808
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	d142	2019-05-22	792	1	3920463	1122016	62191	5460
Nicola Beer	FDP	206866712830769	Facebook	d142	2019-05-22	60	1	3603266	1499642	35830	7873
Fidesz	Fidesz	9844779306	Facebook	d142	2019-05-22	22	1	3475989	1475000	14857	6190
Ciudadanos Andalucía	Ciudadanos	522336804500176	Facebook	d142	2019-05-22	305	1	3108577	1113233	30998	5561
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	d142	2019-05-22	52	1	2764298	1226007	8207	2057
Ciudadanos	Ciudadanos	74078667754	Facebook	d142	2019-05-22	75	1	2683145	1148000	27078	7456
Gouvernement	Gouvernement	392341217527576	Facebook	d142	2019-05-22	40	1	2661896	1166190	19415	4361
CDU	CDU	78502295414	Facebook	d142	2019-05-22	3050	1	2495908	576314	77389	428
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	d142	2019-05-22	292	1	2458302	986547	10926	2073
Open Vld	Open Vld	53668151866	Facebook	d142	2019-05-22	50	1	2321056	1080551	26587	8701
FDP	FDP	21289227249	Facebook	d142	2019-05-22	1734	1	2294354	629481	27009	556
The Labour Party	The Labour Party	25749647410	Facebook	d142	2019-05-22	86	1	2277095	833333	19666	2931
Alianța 2020 USR PLUS	Alianța 2020 USR PLUS	621574984950400	Facebook	d142	2019-05-22	39	1	1947161	868533	2812	581
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	d142	2019-05-22	7	1	1859994	930000	5503	1113
HOPE not hate	HOPE not hate	91897231853	Facebook	d142	2019-05-22	20	1	1836490	805000	11849	2603
Podemos	UNIDAS PODEMOS CAMBIAR EUROPA	269212336568846	Facebook	d142	2019-05-22	14	1	1780495	865000	33395	7420
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	d142	2019-05-22	31	1	1738685	781511	22153	7358
