advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
COALICION ELECTORAL UNIDAS PODEMOS		AR21167248102129664	Google	d114	2019-04-24	227	1	25482139	2535024	178968	3476
Future Innovation SRL		AR474748779908562944	Google	d114	2019-04-24	24	1	10121477	1011879	14454	259
COALICION CANARIA		AR489541609348661248	Google	d114	2019-04-24	3143	1	7366679	171568	31721	116
Partidul Uniunea Salvati Romania		AR150822483883196416	Google	d114	2019-04-24	42	1	7262736	726273	16064	289
Ciudadanos - Partido de la Ciudadanía		AR309397624253841408	Google	d114	2019-04-24	34	1	7164444	716111	138322	2580
AMERISOFT SRL		AR573801583431647232	Google	d114	2019-04-24	64	1	3953110	393917	374	16
Partido Animalista PACMA		AR145115193901318144	Google	d114	2019-04-24	4	1	2583333	258333	14222	241
Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	d114	2019-04-24	301	1	2494637	198909	4620	88
HEADS, s.r.o.		AR356967719951663104	Google	d114	2019-04-24	15	1	1871386	187086	4063	80
ENTUSIASMO Y MUCHO VALOR, S.L.U.		AR433345570053029888	Google	d114	2019-04-24	109	1	1563333	155333	23809	529
Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	d114	2019-04-24	39	1	1269867	126411	6895	131
CDA Doetinchem		AR453512812329697280	Google	d114	2019-04-24	35	1	1103973	109622	174	8
GRAFTET MICHAŁ TETERYCZ		AR164284079619964928	Google	d114	2019-04-24	28	1	959230	95769	105	5
KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ		AR237340030215913472	Google	d114	2019-04-24	13	1	848333	77500	2420	33
Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	d114	2019-04-24	26	1	798238	78714	179	10
Sotsiaaldemokraatlik Erakond		AR61981944358895616	Google	d114	2019-04-24	7	1	781250	78125	1953	39
ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ (ΑΚΕΛ)		AR429686395355791360	Google	d114	2019-04-24	45	1	777310	76407	192	9
PARTIDUL SOCIAL DEMOCRAT - P.S.D.		AR191075604576075776	Google	d114	2019-04-24	12	1	412093	41042	3178	83
Sozialdemokratische Partei Österreichs (SPÖ)		AR520910676089110528	Google	d114	2019-04-24	31	1	358443	34860	3481	79
SoftCream Longina Śniecikowska BAreńska		AR39744596565032960	Google	d114	2019-04-24	19	1	356721	35592	181	15
Cink, s.r.o.		AR361287976015101952	Google	d114	2019-04-24	25	1	346262	34333	157	12
Venstres Landsorganisation		AR283015942256984064	Google	d114	2019-04-24	22	1	213313	17611	13433	235
UAB "BPN LT"		AR135010682042056704	Google	d114	2019-04-24	24	1	208906	20890	104	4
Freiheitliche Partei Österreich		AR333020356698701824	Google	d114	2019-04-24	28	1	207437	18158	10228	181
Socialdemokratiet Sønderborg kreds		AR556939473108074496	Google	d114	2019-04-24	73	1	193699	18129	2667	51
