advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		AR345426421272805376	Google	d134	2019-05-14	332	1	30820000	3025000	411925	9500
Partidul Uniunea Salvati Romania		AR150822483883196416	Google	d134	2019-05-14	85	1	25710285	2571028	76173	1343
PARTIDUL SOCIAL DEMOCRAT - P.S.D.		AR191075604576075776	Google	d134	2019-05-14	25	1	23787615	2378761	75582	1272
Partidul Pro Romania		AR116025139887341568	Google	d134	2019-05-14	103	1	17468904	1743928	20711	523
Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	d134	2019-05-14	85	1	12664442	1264280	48388	2181
Freiheitliche Partei Österreich		AR333020356698701824	Google	d134	2019-05-14	34	1	9807371	980128	42274	730
AMERISOFT SRL		AR573801583431647232	Google	d134	2019-05-14	76	1	9229291	922416	5815	150
Future Innovation SRL		AR474748779908562944	Google	d134	2019-05-14	14	1	7724895	772489	23260	415
SOCIALDEMOKRATIET		AR271193993235136512	Google	d134	2019-05-14	115	1	7534025	751629	85454	1686
Coalición electoral Barcelona és Capital - Primàries		AR338953321442181120	Google	d134	2019-05-14	38	1	6964523	692500	31266	629
Det Konservative Folkeparti		AR40969452518375424	Google	d134	2019-05-14	307	1	6665642	632136	30380	681
Sloboda a Solidarita		AR242125929453715456	Google	d134	2019-05-14	211	1	6647707	645579	14016	502
KKW Koalicja Europejska PO PSL SLD .N Zieloni		AR206097132434751488	Google	d134	2019-05-14	31	1	6237499	623500	5609	137
NEA DEMOKRATIA		AR351183464155840512	Google	d134	2019-05-14	28	1	5787619	577952	44153	809
KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ		AR237340030215913472	Google	d134	2019-05-14	46	1	5211043	519234	14582	309
Open Vld		AR369049153717665792	Google	d134	2019-05-14	589	1	4591249	409166	22462	664
EVOLVEDREAMSOFT SRL		AR495298652231696384	Google	d134	2019-05-14	88	1	3667095	357035	2957	228
Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	d134	2019-05-14	52	1	3408251	340225	19504	381
KREMSA DIGITAL s.r.o.		AR420840549432426496	Google	d134	2019-05-14	29	1	3369801	336372	2278	75
DIE GRÜNEN – DIE GRÜNE ALTERNATIVE		AR330966468978016256	Google	d134	2019-05-14	380	1	3160596	290768	18993	372
NEW GEN PUBLISHING SRL		AR55967615754960896	Google	d134	2019-05-14	19	1	2971666	296666	683	58
Slovenska demokratska stranka		AR170068335415787520	Google	d134	2019-05-14	44	1	2910144	290181	3902	130
OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO)		AR392996516970627072	Google	d134	2019-05-14	5	1	2672106	267099	17018	283
Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  Zieloni		AR489880258930016256	Google	d134	2019-05-14	1805	1	2460121	139579	6985	142
Partito Democratico		AR254356072167374848	Google	d134	2019-05-14	34	1	2409430	240113	30789	548
