advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
COALICION ELECTORAL UNIDAS PODEMOS		AR21167248102129664	Google	d115	2019-04-25	224	1	23270889	2313024	167002	3276
Future Innovation SRL		AR474748779908562944	Google	d115	2019-04-25	24	1	10121477	1011879	14454	259
Partidul Uniunea Salvati Romania		AR150822483883196416	Google	d115	2019-04-25	42	1	7262736	726273	16064	289
Ciudadanos - Partido de la Ciudadanía		AR309397624253841408	Google	d115	2019-04-25	33	1	7064444	706111	137822	2530
COALICION CANARIA		AR489541609348661248	Google	d115	2019-04-25	2921	1	6534691	171568	27561	116
Freiheitliche Partei Österreich		AR333020356698701824	Google	d115	2019-04-25	40	1	4445356	443950	31962	4698
AMERISOFT SRL		AR573801583431647232	Google	d115	2019-04-25	46	1	3278571	326917	286	16
Partido Animalista PACMA		AR145115193901318144	Google	d115	2019-04-25	4	1	2583333	258333	14222	241
Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	d115	2019-04-25	280	1	2274399	196409	3632	94
HEADS, s.r.o.		AR356967719951663104	Google	d115	2019-04-25	15	1	1871386	187086	4063	80
ENTUSIASMO Y MUCHO VALOR, S.L.U.		AR433345570053029888	Google	d115	2019-04-25	110	1	1613333	160333	24059	555
Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	d115	2019-04-25	39	1	1269867	126411	6895	131
CDA Doetinchem		AR453512812329697280	Google	d115	2019-04-25	35	1	1103973	109622	174	8
GRAFTET MICHAŁ TETERYCZ		AR164284079619964928	Google	d115	2019-04-25	28	1	959230	95769	105	5
Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	d115	2019-04-25	33	1	807880	78714	227	10
Sotsiaaldemokraatlik Erakond		AR61981944358895616	Google	d115	2019-04-25	7	1	781250	78125	1953	39
KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ		AR237340030215913472	Google	d115	2019-04-25	6	1	778333	77500	2070	33
ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ (ΑΚΕΛ)		AR429686395355791360	Google	d115	2019-04-25	45	1	777310	76407	192	9
HLAS		AR312619193323225088	Google	d115	2019-04-25	372	1	629758	24970	2909	32
Česká Produkční Social Media s.r.o.		AR561937852967944192	Google	d115	2019-04-25	19	1	423571	41964	257	21
PARTIDUL SOCIAL DEMOCRAT - P.S.D.		AR191075604576075776	Google	d115	2019-04-25	12	1	412093	41042	3178	83
Sozialdemokratische Partei Österreichs (SPÖ)		AR520910676089110528	Google	d115	2019-04-25	31	1	358443	34860	3481	79
SoftCream Longina Śniecikowska BAreńska		AR39744596565032960	Google	d115	2019-04-25	19	1	356721	35592	181	15
Cink, s.r.o.		AR361287976015101952	Google	d115	2019-04-25	26	1	346662	34333	159	12
UAB "BPN LT"		AR135010682042056704	Google	d115	2019-04-25	24	1	208906	20890	104	4
Venstres Landsorganisation		AR283015942256984064	Google	d115	2019-04-25	18	1	195456	17611	13280	228
