advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Partido Popular Regional De Canarias		AR288284801977286656	Google	d085	2019-03-26	130	1	2571806	250238	1459	77
COALICION CANARIA		AR489541609348661248	Google	d085	2019-03-26	6	1	1188333	118333	25199	433
Liberaalipuolue - Vapaus valita r.p.		AR52536314842578944	Google	d085	2019-03-26	106	1	1170879	116393	235	0
Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	d085	2019-03-26	40	1	754464	74393	179	9
Suomen Keskusta r.p.		AR441112520191639552	Google	d085	2019-03-26	25	1	749852	74300	12330	213
Coalición electoral Barcelona és Capital - Primàries		AR338953321442181120	Google	d085	2019-03-26	1	1	333333	33333	166	16
NÁRODNÁ KOALÍCIA		AR12498698428743680	Google	d085	2019-03-26	2	1	310784	31078	1382	23
Saku Petteri Räty		AR196651502918434816	Google	d085	2019-03-26	16	1	174221	16666	5184	99
Alternativet		AR198061076825243648	Google	d085	2019-03-26	1	1	142857	14285	71	7
Fondation Populaire		AR320938922932699136	Google	d085	2019-03-26	2	1	75498	7549	2264	37
Fianna Fáil		AR101183107301900288	Google	d085	2019-03-26	19	1	72480	6106	112	5
Aalborg Venstrevælger forening		AR118173585608015872	Google	d085	2019-03-26	19	1	61818	6000	39	2
Sozialdemokratische Partei Österreichs (SPÖ)		AR520910676089110528	Google	d085	2019-03-26	1	1	43478	4347	1304	21
PARTIDUL SOCIAL DEMOCRAT - P.S.D.		AR191075604576075776	Google	d085	2019-03-26	5	1	41666	4166	2666	58
CENTERPARTIETS RIKSORGANISATION		AR484881879070146560	Google	d085	2019-03-26	30	1	26931	0	142	0
Varsinais-Suomen Kokoomus ry		AR199136399197208576	Google	d085	2019-03-26	28	1	25632	1250	349	30
Hämeen Uusi Suunta ry		AR330633591832707072	Google	d085	2019-03-26	1	1	20000	2000	100	10
Jukka Kopra		AR232680299937398784	Google	d085	2019-03-26	6	1	15499	1410	2976	53
Maailman Paras Pääkaupunki ry		AR221113437613195264	Google	d085	2019-03-26	14	1	13318	800	179	16
Yhteinen hyvä ry		AR296997332115783680	Google	d085	2019-03-26	20	1	12329	400	97	6
Pirkanmaan Kokoomus ry		AR571246318408695808	Google	d085	2019-03-26	2	1	8000	800	2400	40
SPD Berlin		AR257142234632159232	Google	d085	2019-03-26	2	1	7173	217	677	10
Gestion et Action Libérale		AR201311233196949504	Google	d085	2019-03-26	31	1	6672	166	562	12
Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	d085	2019-03-26	18	1	6121	345	1094	22
Janika Takatalo		AR113027046556303360	Google	d085	2019-03-26	9	1	3649	0	18	0
