advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Už Ingridą	Ingrida Šimonytė	2214495192154107	Facebook	0_50	0 - 50	LT	Lithuania	25	1	878232	199377	2467	0
Lietuvos valstiečių ir žaliųjų sąjunga	Lietuvos valstiečių ir žaliųjų sąjunga	190209177745566	Facebook	0_50	0 - 50	LT	Lithuania	11	1	513157	135530	1085	0
Europos Parlamento biuras Lietuvoje	Europos Parlamento biuras Lietuvoje	188014250186	Facebook	0_50	0 - 50	LT	Lithuania	12	1	379802	81744	1184	0
Gitanas Nausėda	Gitanas Nausėda	684534791927883	Facebook	0_50	0 - 50	LT	Lithuania	14	1	353881	79751	1381	0
Darbo partija	Darbo partija	264116120225	Facebook	0_50	0 - 50	LT	Lithuania	15	1	342914	76760	1480	0
Tėvynės sąjunga - Lietuvos krikščionys demokratai (TS-LKD)	TS-LKD	198988713464683	Facebook	0_50	0 - 50	LT	Lithuania	12	1	318992	84735	1184	0
Lemiamas šuolis	Rinkimų komitetas "Lemiamas šuolis"	993853767374212	Facebook	0_50	0 - 50	LT	Lithuania	14	1	286089	56821	1381	0
prof. dr. Vytautas Radžvilas	prof. dr. Vytautas Radžvilas	62378591336	Facebook	0_50	0 - 50	LT	Lithuania	9	1	235256	55825	888	0
European Commission	European Commission	107898832590939	Facebook	0_50	0 - 50	LT	Lithuania	7	1	200819	40382	398	0
Aristokratas	Aristokratas	490015198110181	Facebook	0_50	0 - 50	LT	Lithuania	3	1	150527	59813	296	0
Arūnas Dudėnas	Lietuvos socialdemokratų partija - LSDP	554826057990355	Facebook	0_50	0 - 50	LT	Lithuania	3	1	149530	29906	296	0
Laima Mogenienė	LVŽS partija (EP rinkimų sąskaita)	334338600540343	Facebook	0_50	0 - 50	LT	Lithuania	9	1	140440	33862	886	0
Petras Auštrevičius	Lietuvos Respublikos liberalų sąjūdžio rinkimų sąskaita	1482024028702535	Facebook	0_50	0 - 50	LT	Lithuania	7	1	126597	30903	690	0
Lietuvos žaliųjų partija - #NEvalstiečiai	Lietuvos žaliųjų partija	300771660032648	Facebook	0_50	0 - 50	LT	Lithuania	6	1	124605	27912	592	0
Viktoras Uspaskich	Darbo partija	160851767470	Facebook	0_50	0 - 50	LT	Lithuania	5	1	115627	25915	493	0
Robertas Šarknickas	LVŽS	880209082011396	Facebook	0_50	0 - 50	LT	Lithuania	5	1	114637	22928	493	0
European Parliament	European Parliament	178362315106	Facebook	0_50	0 - 50	LT	Lithuania	6	1	111645	21931	592	0
Tatjana Babrauskienė	LVŽS	1101509610035530	Facebook	0_50	0 - 50	LT	Lithuania	4	1	101678	19937	394	0
Antanas Guoga	Lietuvos Centro Partijos rinkimų sąskaita	18276748821	Facebook	0_50	0 - 50	LT	Lithuania	2	1	99686	19937	197	0
Mindaugas Puidokas	Puidokas Mindaugas	1739968129576961	Facebook	0_50	0 - 50	LT	Lithuania	2	1	99686	19937	197	0
Karolina Štelmokaitė	LVŽS	763068560724258	Facebook	0_50	0 - 50	LT	Lithuania	2	1	99686	19937	197	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	0_50	0 - 50	LT	Lithuania	19	1	59947	17473	1484	0
Rasa Budbergytė	Lietuvos socialdemokratų partija LSDP	494308010764451	Facebook	0_50	0 - 50	LT	Lithuania	2	1	59811	14953	197	0
Dovilas Petkus	Katelynas Martynas	666697733748899	Facebook	0_50	0 - 50	LT	Lithuania	1	1	49843	9968	98	0
ES karta		178332742209259	Facebook	0_50	0 - 50	LT	Lithuania	1	1	49843	9968	98	0
