week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w020	Week 20	2019-05-13	2019-05-16	DE	Germany	9351	829	70189215	21653475	829041	56552
w019	Week 19	2019-05-06	2019-05-12	DE	Germany	13251	965	96280176	27942722	1078936	75249
w018	Week 18	2019-04-29	2019-05-05	DE	Germany	10583	928	66463077	18949679	806558	54688
w017	Week 17	2019-04-22	2019-04-28	DE	Germany	4587	873	26507982	7992909	308478	21124
w016	Week 16	2019-04-15	2019-04-21	DE	Germany	4986	1096	32315339	10706677	416161	37805
w015	Week 15	2019-04-08	2019-04-14	DE	Germany	6281	1590	38024901	12165662	523776	43745
w014	Week 14	2019-04-01	2019-04-07	DE	Germany	3423	1453	18852667	5808596	183544	17598
w013	Week 13	2019-03-25	2019-03-31	DE	Germany	3159	1233	22611950	7479206	234910	26035
w012	Week 12	2019-03-18	2019-03-24	DE	Germany	2500	1092	20901750	7387313	189826	27780
w011	Week 11	2019-03-11	2019-03-17	DE	Germany	1631	720	14383749	5276663	132697	21633
w010	Week 10	2019-03-04	2019-03-10	DE	Germany	1335	404	7622734	2809962	55669	6718
w009	Week 9	2019-02-25	2019-03-03	DE	Germany	661	218	4803524	1789971	44191	7413
w008	Week 8	2019-02-18	2019-02-24	DE	Germany	544	186	2713895	986517	23769	3830
w007	Week 7	2019-02-11	2019-02-17	DE	Germany	381	158	2468348	825052	16695	2238
w006	Week 6	2019-02-04	2019-02-10	DE	Germany	326	124	1978523	686939	14505	1324
w005	Week 5	2019-01-28	2019-02-03	DE	Germany	289	109	1335314	496161	9202	1077
w004	Week 4	2019-01-21	2019-01-27	DE	Germany	264	98	2458101	997151	13904	1816
w003	Week 3	2019-01-14	2019-01-20	DE	Germany	225	94	1770098	706733	11032	1791
w002	Week 2	2019-01-07	2019-01-13	DE	Germany	170	81	1154436	400937	6231	1006
w001	Week 1	2019-01-01	2019-01-06	DE	Germany	153	65	2899838	1108347	23608	7669
