country_code_filter	country_name_filter	age_code	age_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
HU	Hungary	13_17	13-17	1077	643	1496464	604224	3465	700
HU	Hungary	18_24	18-24	4707	1451	36264909	15470207	76440	24991
HU	Hungary	25_34	25-34	5289	1555	31604285	13261538	77581	23979
HU	Hungary	35_44	35-44	5263	1550	27031605	11212649	64488	21140
HU	Hungary	45_54	45-54	5112	1504	25441627	10492669	60684	20952
HU	Hungary	55_64	55-64	4521	1424	30192818	12178501	71549	25438
HU	Hungary	65_	65+	4033	1321	25466275	9929751	63986	22184
