advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	region_code_filter	region_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Vänsterpartiet Örebro		297546973785228	Facebook	orebro_county	Örebro County	SE	Sweden	45	1	501207	139038	5830	392
Miljöpartiet de gröna i Örebro	Folkeson Katarina Therese	149671858392184	Facebook	orebro_county	Örebro County	SE	Sweden	2	1	99998	20000	185	92
En röst för de tystade. Sänd Soheila Fors till EU-parlamentet		620620058371965	Facebook	orebro_county	Örebro County	SE	Sweden	3	1	55006	11004	509	101
Jörgen Warborn EU-kandidat		56002955332	Facebook	orebro_county	Örebro County	SE	Sweden	29	1	43561	8744	403	81
Vårt Laxå		284907838508885	Facebook	orebro_county	Örebro County	SE	Sweden	1	1	37858	7571	350	70
Utrikespolitiska Föreningen Örebro		812213475510282	Facebook	orebro_county	Örebro County	SE	Sweden	6	1	34994	10000	277	55
Kristdemokraterna i Örebro län		430535663641398	Facebook	orebro_county	Örebro County	SE	Sweden	4	1	34073	8153	121	35
Lilla Thai Restaurangen		1137788222902629	Facebook	orebro_county	Örebro County	SE	Sweden	1	1	26792	13396	124	24
Rädda Barnen		72659261793	Facebook	orebro_county	Örebro County	SE	Sweden	564	1	15055	4816	125	31
Miljöpartiet de gröna i Örebro län	Miljöpartiet de gröna i Örebro län	518485684936538	Facebook	orebro_county	Örebro County	SE	Sweden	3	1	12724	2545	117	23
Svenska kyrkan i Örebro		200893939929701	Facebook	orebro_county	Örebro County	SE	Sweden	1	1	9986	4993	46	9
Plan International Sverige		382243262003	Facebook	orebro_county	Örebro County	SE	Sweden	318	1	9584	3208	81	19
Länsförsäkringar Bergslagen		103314093107115	Facebook	orebro_county	Örebro County	SE	Sweden	2	1	9217	1843	85	17
Kristdemokraterna	Kristdemokraterna	115198178364	Facebook	orebro_county	Örebro County	SE	Sweden	30	1	7512	3498	36	7
Vattenfall Sverige		608975645850217	Facebook	orebro_county	Örebro County	SE	Sweden	28	1	7436	3378	87	25
CTV Karlskoga		364156917038460	Facebook	orebro_county	Örebro County	SE	Sweden	1	1	7047	3523	65	32
Socialdemokraterna Kumla	Andersson Lars Thomas	513322965515580	Facebook	orebro_county	Örebro County	SE	Sweden	3	1	6997	1000	64	9
Hyresgästföreningen region Mitt		799284903479521	Facebook	orebro_county	Örebro County	SE	Sweden	2	1	6690	1338	61	12
Brilliant Skin Örebro		725232601181525	Facebook	orebro_county	Örebro County	SE	Sweden	2	1	5998	1000	55	9
Magnus Claesson Centerpartiet Kumla		347422875756487	Facebook	orebro_county	Örebro County	SE	Sweden	2	1	5998	1000	92	18
European Commission		107898832590939	Facebook	orebro_county	Örebro County	SE	Sweden	16	1	5069	2294	39	12
Kristdemokraterna i Karlskoga	Cesar Eje Alexander	1372360949453895	Facebook	orebro_county	Örebro County	SE	Sweden	1	1	4999	1000	46	9
Installatörsföretagen		224472477580785	Facebook	orebro_county	Örebro County	SE	Sweden	1	1	4999	1000	92	46
Riksteaterns Tyst Teater		333118883490970	Facebook	orebro_county	Örebro County	SE	Sweden	1	1	4763	952	44	8
Socialdemokraterna	Socialdemokraterna	8040892957	Facebook	orebro_county	Örebro County	SE	Sweden	66	1	4325	967	29	6
