country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
DK	Denmark	f	female	9005	1453	50719301	16041361	492663	117809
DK	Denmark	m	male	8841	1401	50322351	15200179	455638	106697
DK	Denmark	u	unknown	7718	1343	811864	246609	7897	1794
