recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-26	2019-05-26	BE	Belgium	1632	315	17301871	6619115	194852	44033
rd2	Last 2 days	2019-05-25	2019-05-26	BE	Belgium	3102	526	53482886	20429746	564736	128922
rd3	Last 3 days	2019-05-24	2019-05-26	BE	Belgium	3431	567	87331962	33136086	921426	209216
rd4	Last 4 days	2019-05-23	2019-05-26	BE	Belgium	3661	591	113431311	42983076	1191951	268136
rd5	Last 5 days	2019-05-22	2019-05-26	BE	Belgium	3850	600	135934142	51657905	1398182	316011
rd6	Last 6 days	2019-05-21	2019-05-26	BE	Belgium	3954	604	152277870	57727621	1542933	345386
rw1	Last week	2019-05-20	2019-05-26	BE	Belgium	4049	606	162858152	61707628	1626358	362651
rw2	Last 2 weeks	2019-05-13	2019-05-26	BE	Belgium	4105	608	172696043	65279686	1700746	377389
rw3	Last 3 weeks	2019-05-06	2019-05-26	BE	Belgium	4105	608	172696043	65279686	1700746	377389
rw4	Last 4 weeks	2019-04-29	2019-05-26	BE	Belgium	4105	608	172696043	65279686	1700746	377389
rm1	Last month	2019-04-27	2019-05-26	BE	Belgium	4105	608	172696043	65279686	1700746	377389
rm2	Last 2 months	2019-03-28	2019-05-26	BE	Belgium	4105	608	172696043	65279686	1700746	377389
rm3	Last 3 months	2019-02-26	2019-05-26	BE	Belgium	4105	608	172696043	65279686	1700746	377389
rm6	Last 6 months	2019-01-01	2019-05-26	BE	Belgium	4105	608	172696043	65279686	1700746	377389
