recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-15	2019-05-15	RO	Romania	898	181	11043538	4433505	20874	4501
rd2	Last 2 days	2019-05-14	2019-05-15	RO	Romania	1060	188	24993949	10084575	48787	10297
rd3	Last 3 days	2019-05-13	2019-05-15	RO	Romania	1168	198	40207740	16321053	77828	16825
rd4	Last 4 days	2019-05-12	2019-05-15	RO	Romania	1253	208	52940644	21585611	98943	21585
rd5	Last 5 days	2019-05-11	2019-05-15	RO	Romania	1401	219	66788841	27369690	121462	26720
rd6	Last 6 days	2019-05-10	2019-05-15	RO	Romania	1517	240	86486527	36028441	156588	34362
rw1	Last week	2019-05-09	2019-05-15	RO	Romania	1579	246	98719164	41221935	182409	40049
rw2	Last 2 weeks	2019-05-02	2019-05-15	RO	Romania	2020	315	165335118	70313405	326046	74049
rw3	Last 3 weeks	2019-04-25	2019-05-15	RO	Romania	2582	403	205229187	87212462	401578	93861
rw4	Last 4 weeks	2019-04-18	2019-05-15	RO	Romania	3158	529	249516720	106160022	504654	117295
rm1	Last month	2019-04-16	2019-05-15	RO	Romania	3319	553	264941433	112803845	532217	124045
rm2	Last 2 months	2019-03-17	2019-05-15	RO	Romania	5161	1056	312143859	131076176	651165	144345
rm3	Last 3 months	2019-02-15	2019-05-15	RO	Romania	5652	1171	322491847	134964121	676405	148202
rm6	Last 6 months	2019-01-01	2019-05-15	RO	Romania	5890	1211	328459621	137326275	685491	149998
