recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-17	2019-05-17	HR	Croatia	376	104	2507015	865633	7379	498
rd2	Last 2 days	2019-05-16	2019-05-17	HR	Croatia	405	108	5199942	1800213	15940	1085
rd3	Last 3 days	2019-05-15	2019-05-17	HR	Croatia	445	114	7345834	2516144	23386	1419
rd4	Last 4 days	2019-05-14	2019-05-17	HR	Croatia	512	115	10136144	3466417	31718	2185
rd5	Last 5 days	2019-05-13	2019-05-17	HR	Croatia	542	119	12340311	4242807	38308	2963
rd6	Last 6 days	2019-05-12	2019-05-17	HR	Croatia	596	122	14681904	5050932	44316	3444
rw1	Last week	2019-05-11	2019-05-17	HR	Croatia	644	130	16615680	5722107	49496	3866
rw2	Last 2 weeks	2019-05-04	2019-05-17	HR	Croatia	867	165	28668661	10080367	78776	7050
rw3	Last 3 weeks	2019-04-27	2019-05-17	HR	Croatia	1117	208	39090164	14307459	115296	12314
rw4	Last 4 weeks	2019-04-20	2019-05-17	HR	Croatia	1300	249	41262802	15107182	124158	13362
rm1	Last month	2019-04-18	2019-05-17	HR	Croatia	1347	267	41558334	15198943	125501	13437
rm2	Last 2 months	2019-03-19	2019-05-17	HR	Croatia	2359	596	50535415	18581112	153728	16322
rm3	Last 3 months	2019-02-17	2019-05-17	HR	Croatia	2721	678	53389084	19634297	166132	17672
rm6	Last 6 months	2019-01-01	2019-05-17	HR	Croatia	2886	711	54037920	19851555	170086	17916
