spend_code	spend_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_50	0 - 50	LT	Lithuania	1710	514	11131025	3143925	47977	21
50_100	50 - 100	LT	Lithuania	1943	499	361360	127855	2167	271
100_1k	100 - 1k	LT	Lithuania	775	205	12775195	5639326	31284	8751
1k_5k	1k - 5k	LT	Lithuania	83	26	4151359	1896566	29658	5992
5k_10k	5k - 10k	LT	Lithuania	5	4	8911	4455	291	66
10k_50k	10k - 50k	LT	Lithuania	1	1	8340	4170	371	74
