gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	FI	Finland	98	45	436368	117634	6538	731
m	male	FI	Finland	93	43	349390	79811	5745	355
u	unknown	FI	Finland	83	40	8744	2269	128	12
