recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-16	2019-05-16	ES	Spain	4467	266	6793175	2188153	79999	3315
rd2	Last 2 days	2019-05-15	2019-05-16	ES	Spain	4587	287	14384761	4635204	166749	7006
rd3	Last 3 days	2019-05-14	2019-05-16	ES	Spain	4785	310	24006420	7977977	257104	11335
rd4	Last 4 days	2019-05-13	2019-05-16	ES	Spain	5035	324	31953198	10747127	336273	15184
rd5	Last 5 days	2019-05-12	2019-05-16	ES	Spain	5128	342	36880660	12466757	382089	17803
rd6	Last 6 days	2019-05-11	2019-05-16	ES	Spain	5210	357	41435800	14052487	423683	20189
rw1	Last week	2019-05-10	2019-05-16	ES	Spain	5298	380	46294574	15768871	466354	22975
rw2	Last 2 weeks	2019-05-03	2019-05-16	ES	Spain	6372	477	74753837	26829419	710058	43643
rw3	Last 3 weeks	2019-04-26	2019-05-16	ES	Spain	11323	668	155964883	59389554	1260299	135977
rw4	Last 4 weeks	2019-04-19	2019-05-16	ES	Spain	17178	825	380674058	146977940	2987589	388726
rm1	Last month	2019-04-17	2019-05-16	ES	Spain	18799	872	422857764	160310436	3249796	413863
rm2	Last 2 months	2019-03-18	2019-05-16	ES	Spain	23467	1788	544979157	206900697	3949416	509456
rm3	Last 3 months	2019-02-16	2019-05-16	ES	Spain	24693	2061	567997499	215787186	4073300	520617
rm6	Last 6 months	2019-01-01	2019-05-16	ES	Spain	25300	2132	579554762	220184822	4142667	532359
