advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Gitanas Nausėda	Gitanas Nausėda	684534791927883	Facebook	50k_100k	50k - 100k	LT	Lithuania	8	1	799992	400000	1992	300
European Parliament		178362315106	Facebook	50k_100k	50k - 100k	LT	Lithuania	7	1	699993	350000	2693	500
Lietuvos socialdemokratų partija - LSDP	Lietuvos socialdemokratų partija - LSDP	202360056491831	Facebook	50k_100k	50k - 100k	LT	Lithuania	5	1	499994	249999	494	0
Lietuvos valstiečių ir žaliųjų sąjunga	Lietuvos valstiečių ir žaliųjų sąjunga	190209177745566	Facebook	50k_100k	50k - 100k	LT	Lithuania	4	1	399996	200000	1596	300
Antanas Guoga	Lietuvos Centro Partijos rinkimų sąskaita	18276748821	Facebook	50k_100k	50k - 100k	LT	Lithuania	4	1	399995	199999	1595	299
Mindaugas Puidokas	Puidokas Mindaugas	1739968129576961	Facebook	50k_100k	50k - 100k	LT	Lithuania	2	1	199998	100000	998	200
Vytenis Andriukaitis	Vytenis Andriukaitis	1651554231738028	Facebook	50k_100k	50k - 100k	LT	Lithuania	2	1	199998	100000	198	0
Už Ingridą	Ingrida Šimonytė	2214495192154107	Facebook	50k_100k	50k - 100k	LT	Lithuania	2	1	199997	99999	597	100
Lietuvos Centro Partija (LCP)		102161476501915	Facebook	50k_100k	50k - 100k	LT	Lithuania	2	1	199997	99999	997	199
Tomas Tomilinas - naujienos		530620843630609	Facebook	50k_100k	50k - 100k	LT	Lithuania	2	1	199970	99986	597	99
Kialo		729627343834501	Facebook	50k_100k	50k - 100k	LT	Lithuania	74	1	128475	64238	633	164
Arvydas Juozaitis	Arvydas Juozaitis	458551247900215	Facebook	50k_100k	50k - 100k	LT	Lithuania	1	1	99999	50000	499	100
Tėvynės sąjunga - Lietuvos krikščionys demokratai (TS-LKD)		198988713464683	Facebook	50k_100k	50k - 100k	LT	Lithuania	1	1	99999	50000	499	100
Saulius Skvernelis	Saulius Skvernelis	814777171988967	Facebook	50k_100k	50k - 100k	LT	Lithuania	1	1	99999	50000	499	100
Viktoras Uspaskich		160851767470	Facebook	50k_100k	50k - 100k	LT	Lithuania	1	1	99999	50000	499	100
Kęstutis Mažeika		781577665286911	Facebook	50k_100k	50k - 100k	LT	Lithuania	1	1	99999	50000	99	0
Prof. Dr. Stanislovas Tomas, Advokatas		1049345465226776	Facebook	50k_100k	50k - 100k	LT	Lithuania	1	1	99998	49999	444	89
Petras Auštrevičius		1482024028702535	Facebook	50k_100k	50k - 100k	LT	Lithuania	1	1	99998	49999	498	99
Neste Lietuva		250653168401432	Facebook	50k_100k	50k - 100k	LT	Lithuania	1	1	99998	49999	498	99
Europos Parlamento biuras Lietuvoje		188014250186	Facebook	50k_100k	50k - 100k	LT	Lithuania	1	1	99984	49992	498	99
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	50k_100k	50k - 100k	LT	Lithuania	13	1	33871	16935	148	28
Council of the European Union		147547541961576	Facebook	50k_100k	50k - 100k	LT	Lithuania	2	1	10459	5229	52	10
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	50k_100k	50k - 100k	LT	Lithuania	5	1	9219	4609	40	7
NATO Strategic Communications Centre of Excellence		1456516717932002	Facebook	50k_100k	50k - 100k	LT	Lithuania	1	1	6432	3216	6	0
АТОН		269320383095938	Facebook	50k_100k	50k - 100k	LT	Lithuania	2	1	5674	2837	38	7
Alberto Alemanno		179635265973968	Facebook	50k_100k	50k - 100k	LT	Lithuania	1	1	4362	2181	4	0
Talking Europe		316028505828375	Facebook	50k_100k	50k - 100k	LT	Lithuania	1	1	3951	1975	19	3
European Youth		130456876990360	Facebook	50k_100k	50k - 100k	LT	Lithuania	1	1	3252	1626	16	3
FontBundles.net		1653056048283270	Facebook	50k_100k	50k - 100k	LT	Lithuania	2	1	3097	1548	17	3
I Hate Bernie Sanders		105344429817836	Facebook	50k_100k	50k - 100k	LT	Lithuania	2	1	2770	1385	18	3
ALDE Group – Liberals and Democrats in the European Parliament		123910440019	Facebook	50k_100k	50k - 100k	LT	Lithuania	2	1	2766	1383	13	2
Chug Bottles		1781974005205686	Facebook	50k_100k	50k - 100k	LT	Lithuania	1	1	2095	1047	2	0
On Your Sleeve	ON YOUR SLEEVE	247943179229148	Facebook	50k_100k	50k - 100k	LT	Lithuania	1	1	2087	1043	1	0
Tuxy		870667836405958	Facebook	50k_100k	50k - 100k	LT	Lithuania	1	1	1740	870	5	1
Evropski pokret u Srbiji		116621731726496	Facebook	50k_100k	50k - 100k	LT	Lithuania	1	1	1674	837	1	0
Guardian Weekly		64525551258	Facebook	50k_100k	50k - 100k	LT	Lithuania	1	1	1499	749	8	1
Animal Matters	Animal Matters	1439364926329185	Facebook	50k_100k	50k - 100k	LT	Lithuania	1	1	1416	708	1	0
The Good Lobby		1420129598280317	Facebook	50k_100k	50k - 100k	LT	Lithuania	1	1	1063	531	1	0
Coconut Bowls		451945511677873	Facebook	50k_100k	50k - 100k	LT	Lithuania	1	1	954	477	0	0
Get The Trolls Out		858018134275978	Facebook	50k_100k	50k - 100k	LT	Lithuania	1	1	781	390	3	0
Quotes		1881150392198555	Facebook	50k_100k	50k - 100k	LT	Lithuania	1	1	774	387	0	0
VoteWatch Europe		355087424564148	Facebook	50k_100k	50k - 100k	LT	Lithuania	1	1	771	385	7	3
World Bank		153371894688575	Facebook	50k_100k	50k - 100k	LT	Lithuania	5	1	636	318	2	0
Tuunes		992176580926495	Facebook	50k_100k	50k - 100k	LT	Lithuania	1	1	577	288	0	0
