region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
harju_county	Harju County	EE	Estonia	2153	506	5158397	1836322	27892	3729
hiiu_county	Hiiu County	EE	Estonia	602	128	1368	359	4	0
ida_viru_county	Ida-Viru County	EE	Estonia	1190	263	121155	37362	1227	43
jarva_county	Järva County	EE	Estonia	974	189	52236	18584	649	4
jogeva_county	Jõgeva County	EE	Estonia	884	168	7681	2418	46	3
laane_county	Lääne County	EE	Estonia	922	184	31459	13066	244	3
laane_viru_county	Lääne-Viru County	EE	Estonia	1122	227	275816	68024	1603	21
parnu_county	Pärnu County	EE	Estonia	1318	272	316953	108000	1992	256
polva_county	Põlva County	EE	Estonia	817	164	15105	3667	154	2
rapla_county	Rapla County	EE	Estonia	906	193	14641	3983	267	4
saare_county	Saare County	EE	Estonia	922	185	32134	10467	357	5
tartu_county	Tartu County	EE	Estonia	1734	382	658104	229810	3247	411
valga_county	Valga County	EE	Estonia	858	179	6280	2100	39	3
viljandi_county	Viljandi County	EE	Estonia	1132	230	85565	24514	1040	17
voru_county	Võru County	EE	Estonia	983	201	49778	12001	319	7
