advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SPÖ	SPÖ	77393060080	Facebook	m55_64	male (55-64)	AT	Austria	590	1	1451790	496893	13171	2078
Harald Vilimsky		547597092025909	Facebook	m55_64	male (55-64)	AT	Austria	179	1	1125064	479853	12017	2836
Andreas Schieder	SPÖ	290881691011354	Facebook	m55_64	male (55-64)	AT	Austria	168	1	652990	197783	5475	996
Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	m55_64	male (55-64)	AT	Austria	1428	1	507756	114941	11012	449
kontrast.at	kontrast.at	1079650008770485	Facebook	m55_64	male (55-64)	AT	Austria	114	1	498026	198499	3131	952
Karoline Edtstadler	Salzburger Volkspartei	1580540041983231	Facebook	m55_64	male (55-64)	AT	Austria	239	1	418838	95080	4746	456
Claudia Gamon	NEOS	447992848717452	Facebook	m55_64	male (55-64)	AT	Austria	219	1	313672	91768	2490	305
HC Strache	FPÖ	74865038590	Facebook	m55_64	male (55-64)	AT	Austria	73	1	303660	124577	1675	469
Die Grünen	Die Grünen	21759893033	Facebook	m55_64	male (55-64)	AT	Austria	59	1	221706	79899	2170	466
Othmar Karas	Volkspartei	395638503864459	Facebook	m55_64	male (55-64)	AT	Austria	289	1	212659	48179	4813	249
Wolfram Pirchner	Österreichischer Seniorenbund	296676857050295	Facebook	m55_64	male (55-64)	AT	Austria	13	1	144322	49500	1447	266
Stadt Wien	Stadt Wien	110971788921077	Facebook	m55_64	male (55-64)	AT	Austria	13	1	126165	46223	663	103
FPÖ	FPÖ	169051073236170	Facebook	m55_64	male (55-64)	AT	Austria	17	1	119380	51666	910	227
Wirtschaftsbund Österreich	Wirtschaftsbund Österreich	385183128166442	Facebook	m55_64	male (55-64)	AT	Austria	131	1	118127	29958	2305	90
Julia Herr	Sozialistische Jugend Österreich	345172509462824	Facebook	m55_64	male (55-64)	AT	Austria	29	1	117550	41229	1261	312
Dominik Nepp		135953609780627	Facebook	m55_64	male (55-64)	AT	Austria	94	1	111468	38316	1197	190
European Parliament		178362315106	Facebook	m55_64	male (55-64)	AT	Austria	81	1	102233	37710	1062	171
OÖVP - die Oberösterreichische Volkspartei	Oberösterreichische Volkspartei	289163077789256	Facebook	m55_64	male (55-64)	AT	Austria	45	1	91797	22217	316	22
NR KLUB JETZT	NR KLUB JETZT	833013456857401	Facebook	m55_64	male (55-64)	AT	Austria	71	1	88293	21747	879	0
1Europa	Peter Glawischnig	320389701908367	Facebook	m55_64	male (55-64)	AT	Austria	24	1	87276	23662	664	96
Johann Gudenus		104145976305577	Facebook	m55_64	male (55-64)	AT	Austria	51	1	86656	34396	518	74
Pamela Rendi-Wagner	SPÖ-Parlamentsklub	1673371229636129	Facebook	m55_64	male (55-64)	AT	Austria	76	1	86580	23623	630	12
Wochenblick	Wochenblick	991628130904203	Facebook	m55_64	male (55-64)	AT	Austria	18	1	79615	23245	563	121
SPÖ Kärnten	SPÖ Kärnten	10150145829810364	Facebook	m55_64	male (55-64)	AT	Austria	40	1	74173	21598	723	122
Lukas Mandl	Verein VSM - Vorzugsstimmen für Mandl	436914289678818	Facebook	m55_64	male (55-64)	AT	Austria	115	1	59973	16949	1039	36
