country_code_filter	country_name_filter	spend_code	spend_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
PT	Portugal	0_50	0 - 50	3444	1073	17702307	5343604	68730	12
PT	Portugal	50_100	50 - 100	3569	1001	1515323	628324	5491	941
PT	Portugal	100_1k	100 - 1k	1202	326	27329535	12238584	67186	19125
PT	Portugal	1k_5k	1k - 5k	141	45	6142722	2996569	36272	7631
PT	Portugal	5k_10k	5k - 10k	9	7	22786	11273	484	140
PT	Portugal	10k_50k	10k - 50k	1	1	10571	5285	470	94
