recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-16	2019-05-16	UK	United Kingdom	2138	271	5912292	2166958	73938	8196
rd2	Last 2 days	2019-05-15	2019-05-16	UK	United Kingdom	2415	310	12449237	4580388	154788	17244
rd3	Last 3 days	2019-05-14	2019-05-16	UK	United Kingdom	2662	358	18504344	6680713	238163	26829
rd4	Last 4 days	2019-05-13	2019-05-16	UK	United Kingdom	2972	396	24959420	9009610	328712	42355
rd5	Last 5 days	2019-05-12	2019-05-16	UK	United Kingdom	3118	430	30033259	10800556	400217	53036
rd6	Last 6 days	2019-05-11	2019-05-16	UK	United Kingdom	3318	473	35544449	12773176	479151	63659
rw1	Last week	2019-05-10	2019-05-16	UK	United Kingdom	3640	506	41298973	14901958	570653	77654
rw2	Last 2 weeks	2019-05-03	2019-05-16	UK	United Kingdom	5722	962	81501064	29606007	1061843	156319
rw3	Last 3 weeks	2019-04-26	2019-05-16	UK	United Kingdom	11657	1752	141136968	48600680	2044576	264043
rw4	Last 4 weeks	2019-04-19	2019-05-16	UK	United Kingdom	13774	1964	177160172	60782453	2497698	318705
rm1	Last month	2019-04-17	2019-05-16	UK	United Kingdom	14813	2027	184928795	63040681	2654672	328997
rm2	Last 2 months	2019-03-18	2019-05-16	UK	United Kingdom	26542	3280	354928026	120358897	4938583	626286
rm3	Last 3 months	2019-02-16	2019-05-16	UK	United Kingdom	34658	3841	495750902	168236734	6520559	831375
rm6	Last 6 months	2019-01-01	2019-05-16	UK	United Kingdom	43032	4323	698277593	237367824	8579059	1130504
