age_code	age_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
13_17	13-17	IT	Italy	2177	799	7812535	2824480	29657	1299
18_24	18-24	IT	Italy	15458	4458	79717758	30268408	329201	35179
25_34	25-34	IT	Italy	17864	4988	89099513	33552172	418097	50415
35_44	35-44	IT	Italy	18170	4968	73468380	26879914	395659	44775
45_54	45-54	IT	Italy	17767	4839	86918439	31195044	492674	53759
55_64	55-64	IT	Italy	16434	4592	82530555	29386006	477310	49974
65_	65+	IT	Italy	14460	4074	60170440	21134196	360996	36671
