recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-12	2019-05-12	SE	Sweden	1663	315	5949752	1797328	54505	13209
rd2	Last 2 days	2019-05-11	2019-05-12	SE	Sweden	1779	333	11462618	3525031	105998	26076
rd3	Last 3 days	2019-05-10	2019-05-12	SE	Sweden	1971	349	18214863	5717199	172400	41941
rd4	Last 4 days	2019-05-09	2019-05-12	SE	Sweden	2123	360	24574313	7789078	237137	60189
rd5	Last 5 days	2019-05-08	2019-05-12	SE	Sweden	2261	373	29686680	9471534	287950	71707
rd6	Last 6 days	2019-05-07	2019-05-12	SE	Sweden	2350	381	33482929	10664073	319944	79191
rw1	Last week	2019-05-06	2019-05-12	SE	Sweden	2445	400	36650708	11640993	345311	85367
rw2	Last 2 weeks	2019-04-29	2019-05-12	SE	Sweden	3333	529	54442718	17527251	481329	119030
rw3	Last 3 weeks	2019-04-22	2019-05-12	SE	Sweden	3784	631	61273439	19860453	537123	133324
rw4	Last 4 weeks	2019-04-15	2019-05-12	SE	Sweden	4319	793	69109598	22706359	590127	147735
rm1	Last month	2019-04-13	2019-05-12	SE	Sweden	4534	862	71551170	23524727	609604	152614
rm2	Last 2 months	2019-03-14	2019-05-12	SE	Sweden	6897	1482	110687358	37480601	961480	239233
rm3	Last 3 months	2019-02-12	2019-05-12	SE	Sweden	8109	1668	132330827	45133570	1105147	274020
rm6	Last 6 months	2019-01-01	2019-05-12	SE	Sweden	8618	1720	144264467	49306025	1203500	298953
