advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	platform_code_filter	platform_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	f	Facebook	HU	Hungary	67	1	28710814	13501940	60419	26981
Fidesz	Fidesz	9844779306	Facebook	f	Facebook	HU	Hungary	93	1	17806855	8390974	57899	28325
European Parliament		178362315106	Facebook	f	Facebook	HU	Hungary	107	1	15579232	7050994	43952	13372
LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	f	Facebook	HU	Hungary	92	1	13237439	5400795	11045	3203
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	f	Facebook	HU	Hungary	236	1	12219651	4603507	24311	8706
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	f	Facebook	HU	Hungary	67	1	11917759	5047913	10031	3316
Nemzeti Televízió	Alfahír Hírportál	164061553749320	Facebook	f	Facebook	HU	Hungary	97	1	9481904	3995000	23775	9262
MSZP	MSZP	115388925185513	Facebook	f	Facebook	HU	Hungary	100	1	8117456	3243909	13140	4973
Dobrev Klára	Demokratikus Koalíció	1880809845328535	Facebook	f	Facebook	HU	Hungary	69	1	6966876	2805988	14411	5056
Gyöngyösi Márton	Országgyűlés Hivatala Jobbik Frakció	781030738624077	Facebook	f	Facebook	HU	Hungary	27	1	4280974	1806000	8047	3618
European Greens		141366725876424	Facebook	f	Facebook	HU	Hungary	46	1	3905885	1685175	11879	3647
Greenpeace Magyarország		35634348348	Facebook	f	Facebook	HU	Hungary	98	1	3183846	1232974	10525	554
Kialo		729627343834501	Facebook	f	Facebook	HU	Hungary	306	1	3130567	1268452	18736	4782
Vágó Gábor	LMP - Lehet Más a Politika	453253875264	Facebook	f	Facebook	HU	Hungary	40	1	3085843	1279950	5792	1846
Gyurcsány Ferenc	Demokratikus Koalíció	187301974635606	Facebook	f	Facebook	HU	Hungary	34	1	2989835	1106940	5106	1420
Mi Hazánk Mozgalom	Mi Hazánk Mozgalom	620030171664750	Facebook	f	Facebook	HU	Hungary	29	1	2823415	1116885	4970	1620
Demokratikus Koalíció	Demokratikus Koalíció	169599166463839	Facebook	f	Facebook	HU	Hungary	35	1	2714950	945996	4924	1115
Cseh Katalin - Momentum	Momentum Mozgalom	682448271826776	Facebook	f	Facebook	HU	Hungary	47	1	2360592	741920	7613	2544
Ádám Kósa Mep	Adam Kosa, Member of the European Parliament	237088069704442	Facebook	f	Facebook	HU	Hungary	11	1	2269964	969987	5793	2641
European Commission		107898832590939	Facebook	f	Facebook	HU	Hungary	19	1	2116871	958424	7544	2078
Jakab Péter	Országgyűlés Hivatala Jobbik Frakció	781150971947219	Facebook	f	Facebook	HU	Hungary	16	1	2049949	759993	3590	1284
Dúró Dóra		191946490841225	Facebook	f	Facebook	HU	Hungary	30	1	1936745	784948	4769	1733
Ökopolisz Alapítvány	Ökopolisz Alapítvány	244669668913278	Facebook	f	Facebook	HU	Hungary	14	1	1795611	867814	4476	2099
Ujhelyi István dr.	MSZP	734217673259088	Facebook	f	Facebook	HU	Hungary	31	1	1648822	658926	4051	1481
Demeter Márta	LMP - Lehet Más a Politika	1372750529476614	Facebook	f	Facebook	HU	Hungary	23	1	1459947	577994	2352	656
