country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
HR	Croatia	f	female	2854	728	19177551	7140215	63958	7295
HR	Croatia	m	male	2681	715	21413809	7664335	75566	7598
HR	Croatia	u	unknown	2527	671	311591	115463	1121	125
