advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
sp.a	sp.a	57253967150	Facebook	m	male	BE	Belgium	446	1	20795979	8330028	97733	20964
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	m	male	BE	Belgium	131	1	17308700	7270033	56816	15033
Vlaams Belang	Vlaams Belang	56605856504	Facebook	m	male	BE	Belgium	74	1	16551064	7609995	115571	27517
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	m	male	BE	Belgium	120	1	15416031	6680776	129804	30396
European Parliament		178362315106	Facebook	m	male	BE	Belgium	174	1	8458908	3588839	58729	12987
Open Vld	Open Vld	53668151866	Facebook	m	male	BE	Belgium	352	1	7548776	2882254	49685	9933
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	m	male	BE	Belgium	103	1	5509879	2651854	21861	4544
Sign for my Future	Sign for my Future	1345513882259768	Facebook	m	male	BE	Belgium	105	1	4383134	1885419	34398	8719
Facebook Brussels	Facebook	287739491272583	Facebook	m	male	BE	Belgium	16	1	4325207	1905760	36766	9442
John Crombez	sp.a	264131406977201	Facebook	m	male	BE	Belgium	92	1	4228071	1711499	25342	5215
Peter Mertens	PVDA	236485149843971	Facebook	m	male	BE	Belgium	529	1	4030995	1167920	46192	5193
VB - nos gens d'abord	Vlaams Belang	816130908786112	Facebook	m	male	BE	Belgium	148	1	3870220	1322458	41228	9145
Groen	Groen	84920854319	Facebook	m	male	BE	Belgium	206	1	3855230	1329881	21141	3035
Vlaams Belang Brussel	Vlaams Belang	499682940133305	Facebook	m	male	BE	Belgium	82	1	3680172	1538049	73147	16792
Parti Socialiste (PS)	Parti Socialiste (PS)	518402351504731	Facebook	m	male	BE	Belgium	121	1	3023679	999835	19159	3503
Kialo		729627343834501	Facebook	m	male	BE	Belgium	372	1	2763356	1083717	21086	4686
DéFI	DéFI	173518112695794	Facebook	m	male	BE	Belgium	176	1	2704828	769110	21513	3195
European Greens		141366725876424	Facebook	m	male	BE	Belgium	79	1	2455292	1010797	18749	4291
Wacky Politicians	Ladbrokes Belgium	325449998160769	Facebook	m	male	BE	Belgium	89	1	2286528	875129	6532	279
Parti Populaire - Le Peuple	Parti Populaire - Le Peuple	482811111771571	Facebook	m	male	BE	Belgium	14	1	2243058	949913	16476	4404
IKEA	IKEA	112961202185776	Facebook	m	male	BE	Belgium	78	1	2112936	922466	7545	1673
CD&V	CD&V	52997544531	Facebook	m	male	BE	Belgium	109	1	1421821	436542	10698	1439
Tout sur le nucléaire / Alles over kernenergie		585236024850280	Facebook	m	male	BE	Belgium	13	1	1387940	562738	7399	1761
MR - Mouvement Réformateur	MR - Mouvement Réformateur	236330169511	Facebook	m	male	BE	Belgium	55	1	1218865	352423	9165	1426
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	m	male	BE	Belgium	85	1	1063435	326486	3341	115
