week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w019	Week 19	2019-05-06	2019-05-07	HR	Croatia	240	65	2091565	694335	7204	358
w018	Week 18	2019-04-29	2019-05-05	HR	Croatia	480	110	8275376	3059200	28501	2757
w017	Week 17	2019-04-22	2019-04-28	HR	Croatia	404	115	4875689	1902291	18490	2700
w016	Week 16	2019-04-15	2019-04-21	HR	Croatia	367	138	1251990	401990	4800	263
w015	Week 15	2019-04-08	2019-04-14	HR	Croatia	510	210	2306186	859281	7692	715
w014	Week 14	2019-04-01	2019-04-07	HR	Croatia	433	207	1535169	595670	6081	908
w013	Week 13	2019-03-25	2019-03-31	HR	Croatia	308	150	967781	368805	3282	282
w012	Week 12	2019-03-18	2019-03-24	HR	Croatia	290	149	1263933	446270	5392	310
w011	Week 11	2019-03-11	2019-03-17	HR	Croatia	185	87	982792	387970	3704	559
w010	Week 10	2019-03-04	2019-03-10	HR	Croatia	233	82	1002236	410725	3443	277
w009	Week 9	2019-02-25	2019-03-03	HR	Croatia	119	54	309121	79211	2057	180
w008	Week 8	2019-02-18	2019-02-24	HR	Croatia	95	48	181745	73831	1006	118
w007	Week 7	2019-02-11	2019-02-17	HR	Croatia	76	43	185203	59117	1232	75
w006	Week 6	2019-02-04	2019-02-10	HR	Croatia	63	34	127380	51915	1030	95
w005	Week 5	2019-01-28	2019-02-03	HR	Croatia	65	24	69408	16295	292	6
w004	Week 4	2019-01-21	2019-01-27	HR	Croatia	55	22	13772	4695	94	3
w003	Week 3	2019-01-14	2019-01-20	HR	Croatia	60	22	96332	39741	413	62
w002	Week 2	2019-01-07	2019-01-13	HR	Croatia	42	19	13438	4271	80	1
w001	Week 1	2019-01-01	2019-01-06	HR	Croatia	35	15	17106	6069	95	8
