country_code_filter	country_name_filter	week_code	week_label	first_day	last_day	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
BG	Bulgaria	w020	Week 20	2019-05-13	2019-05-13	192	64	757991	218301	2573	107
BG	Bulgaria	w019	Week 19	2019-05-06	2019-05-12	406	95	5555784	1762118	20332	1005
BG	Bulgaria	w018	Week 18	2019-04-29	2019-05-05	427	120	4035102	1520347	12348	1074
BG	Bulgaria	w017	Week 17	2019-04-22	2019-04-28	371	113	2574961	1046701	7144	1645
BG	Bulgaria	w016	Week 16	2019-04-15	2019-04-21	421	145	1828197	729370	10466	1531
BG	Bulgaria	w015	Week 15	2019-04-08	2019-04-14	574	207	2377983	941281	8682	1545
BG	Bulgaria	w014	Week 14	2019-04-01	2019-04-07	509	216	2725163	1105355	7071	815
BG	Bulgaria	w013	Week 13	2019-03-25	2019-03-31	400	178	1784441	767202	4399	777
BG	Bulgaria	w012	Week 12	2019-03-18	2019-03-24	346	160	1152208	419694	7373	1013
BG	Bulgaria	w011	Week 11	2019-03-11	2019-03-17	201	90	657774	251261	2179	502
BG	Bulgaria	w010	Week 10	2019-03-04	2019-03-10	199	76	542234	243643	1490	199
BG	Bulgaria	w009	Week 9	2019-02-25	2019-03-03	110	52	99529	25289	681	44
BG	Bulgaria	w008	Week 8	2019-02-18	2019-02-24	88	47	190031	86814	1079	198
BG	Bulgaria	w007	Week 7	2019-02-11	2019-02-17	58	37	27431	9583	159	35
BG	Bulgaria	w006	Week 6	2019-02-04	2019-02-10	44	24	56947	24315	299	49
BG	Bulgaria	w005	Week 5	2019-01-28	2019-02-03	63	22	54804	14756	137	14
BG	Bulgaria	w004	Week 4	2019-01-21	2019-01-27	53	26	208961	98575	337	13
BG	Bulgaria	w003	Week 3	2019-01-14	2019-01-20	51	20	18391	5631	169	1
BG	Bulgaria	w002	Week 2	2019-01-07	2019-01-13	35	17	16015	6728	63	2
BG	Bulgaria	w001	Week 1	2019-01-01	2019-01-06	32	14	38145	15226	298	25
