advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Britain's Future	Britain's Future	1625300137516491	Facebook	55_64	55-64	3898	1	21941857	6563638	254925	36650
Ciudadanos	Ciudadanos	74078667754	Facebook	55_64	55-64	4766	1	14584689	4508486	138064	11493
Partido Popular	Partido Popular	72249031214	Facebook	55_64	55-64	2897	1	11155997	3429496	105213	5927
Podemos	Unidas Podemos	269212336568846	Facebook	55_64	55-64	214	1	10690606	4838828	71723	19078
People's Vote UK	People's Vote	748608695327755	Facebook	55_64	55-64	3375	1	10176806	3312701	161661	27400
European Parliament		178362315106	Facebook	55_64	55-64	939	1	9094023	3972662	55800	12389
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	55_64	55-64	361	1	8402603	3465011	36637	7072
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	55_64	55-64	86	1	7858045	3488821	16831	4894
The Labour Party	The Labour Party	25749647410	Facebook	55_64	55-64	623	1	6646917	2628859	59632	13331
We are the 52%	We are the 52%	466744973727718	Facebook	55_64	55-64	278	1	6618808	2403876	19070	2500
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	55_64	55-64	3446	1	6313846	2015863	115791	12187
Conservatives	The Conservative Party	8807334278	Facebook	55_64	55-64	1748	1	6259930	2440443	79456	10580
38 Degrees	38 Degrees	200006375787	Facebook	55_64	55-64	642	1	6189830	2252659	42586	6140
SPD	SPD	47930567748	Facebook	55_64	55-64	6181	1	5955185	1518003	155316	6884
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	55_64	55-64	125	1	5299961	2220793	10006	2641
Partito Democratico		77034286895	Facebook	55_64	55-64	137	1	5255382	2300143	20834	4877
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	55_64	55-64	51	1	5003593	2356832	10475	4633
Best For Britain	Best for Britain	1863944713844924	Facebook	55_64	55-64	757	1	4687635	1927703	72667	16221
România în primul rând	Future Innovation	770704223323599	Facebook	55_64	55-64	81	1	3922936	1732297	5178	1199
The Brexit Party	The Brexit Party	230416667843105	Facebook	55_64	55-64	90	1	3734692	1768144	53073	15720
sp.a	sp.a	57253967150	Facebook	55_64	55-64	247	1	3672249	1335063	21733	4375
Sosialidemokraatit SDP		108945982480217	Facebook	55_64	55-64	271	1	3487850	1413577	20474	4342
Fidesz	Fidesz	9844779306	Facebook	55_64	55-64	76	1	3378029	1617031	11693	5756
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	55_64	55-64	2213	1	3334332	1035621	52026	4716
Greenpeace France		39435457457	Facebook	55_64	55-64	124	1	3090958	1402984	16597	3827
