spend_code	spend_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_50	0 - 50	EE	Estonia	245	40	3792044	846990	21718	0
50_100	50 - 100	EE	Estonia	245	40	11847	2645	67	0
100_1k	100 - 1k	EE	Estonia	108	26	4575031	1505652	36486	7619
1k_5k	1k - 5k	EE	Estonia	7	4	38829	18829	223	44
