advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Kialo		729627343834501	Facebook	50_100	50 - 100	SK	Slovakia	284	1	148152	50588	938	187
Schwarzkopf Professional		150101695010185	Facebook	50_100	50 - 100	SK	Slovakia	2	1	38863	7772	151	30
Petra Krištúfková	Sme rodina	1061086993931165	Facebook	50_100	50 - 100	SK	Slovakia	14	1	25129	5025	194	36
Klik.sk		423386238408026	Facebook	50_100	50 - 100	SK	Slovakia	1	1	24995	4999	97	19
Silný výber		405572016846217	Facebook	50_100	50 - 100	SK	Slovakia	1	1	20771	4154	184	36
Greens/EFA in the European Parliament		150527751674751	Facebook	50_100	50 - 100	SK	Slovakia	11	1	19201	8061	22	4
Mladí demokraté		171976652332	Facebook	50_100	50 - 100	SK	Slovakia	2	1	13084	2617	50	10
USA and Slovakia		167499746617461	Facebook	50_100	50 - 100	SK	Slovakia	2	1	11338	5669	6	0
Michal Šimečka • Progresívne Slovensko		194278021265803	Facebook	50_100	50 - 100	SK	Slovakia	251	1	9786	2470	77	0
Magyar Közösség Pártja	Magyar Közösség Pártja	259594940734093	Facebook	50_100	50 - 100	SK	Slovakia	1140	1	8588	1447	351	0
Lucia Nicholsonová verí v zdravý rozum	Richard Sulik	714437508635046	Facebook	50_100	50 - 100	SK	Slovakia	52	1	8304	1796	34	0
EDS - EURÓPSKA DEMOKRATICKÁ STRANA	Európska Demokratická Strana	161166119377	Facebook	50_100	50 - 100	SK	Slovakia	95	1	7666	2041	29	0
Vladimír Bilčík SPOLU - občianska demokracia	SPOLU - občianska demokracia	1501859650125625	Facebook	50_100	50 - 100	SK	Slovakia	198	1	6829	1915	60	0
SPOLU - občianska demokracia	SPOLU - občianska demokracia	1057020590987528	Facebook	50_100	50 - 100	SK	Slovakia	158	1	6822	1800	48	0
Equinns		717514545314045	Facebook	50_100	50 - 100	SK	Slovakia	1	1	5726	1145	22	4
Simona Petrík SPOLU - občianska demokracia	Hudáčková Silvia	132353247111236	Facebook	50_100	50 - 100	SK	Slovakia	68	1	5610	1590	20	0
Miroslav Žiak		396331590493376	Facebook	50_100	50 - 100	SK	Slovakia	97	1	4375	1024	29	0
Martin Hojsík • Progresívne Slovensko	Hojsik Martin	147166706140048	Facebook	50_100	50 - 100	SK	Slovakia	55	1	4247	1079	16	0
Marcel Vrchota		182696648478744	Facebook	50_100	50 - 100	SK	Slovakia	29	1	4029	811	66	0
Miroslav Beblavý SPOLU - občianska demokracia	SPOLU - občianska demokracia	312985238719495	Facebook	50_100	50 - 100	SK	Slovakia	52	1	3818	1104	16	0
Pirátska strana		565346557262681	Facebook	50_100	50 - 100	SK	Slovakia	2	1	3779	755	6	0
Pela Case		119283008140727	Facebook	50_100	50 - 100	SK	Slovakia	14	1	3725	1443	7	1
Zora Jaurová • Progresívne Slovensko		267456060571592	Facebook	50_100	50 - 100	SK	Slovakia	116	1	3563	856	35	0
NÁRODNÁ KOALÍCIA	NÁRODNÁ KOALÍCIA	145677979100505	Facebook	50_100	50 - 100	SK	Slovakia	119	1	3460	883	36	0
Wholesome Culture		1664959567149320	Facebook	50_100	50 - 100	SK	Slovakia	3	1	3360	1348	2	0
