advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Kialo		729627343834501	Facebook	100k_200k	100k - 200k	PT	Portugal	40	1	680116	340059	2903	780
Partido Socialista Europeu	Partido Socialista Europeu	126509981274614	Facebook	100k_200k	100k - 200k	PT	Portugal	3	1	556331	278167	275	0
Esquerda Net	Esquerda Net	116426248469551	Facebook	100k_200k	100k - 200k	PT	Portugal	2	1	399998	200000	1998	1000
Prime School of Portugal		513000912072814	Facebook	100k_200k	100k - 200k	PT	Portugal	2	1	399117	199559	995	199
José Manuel Fernandes		255056481315205	Facebook	100k_200k	100k - 200k	PT	Portugal	2	1	384212	192107	958	192
Rios Livres		247517791943794	Facebook	100k_200k	100k - 200k	PT	Portugal	2	1	372757	186379	930	186
The Bamboo Brush Society		1152885191422950	Facebook	100k_200k	100k - 200k	PT	Portugal	3	1	224124	112062	559	112
Democracia para todos		141310866605696	Facebook	100k_200k	100k - 200k	PT	Portugal	1	1	199998	99999	498	99
JRS Portugal - Serviço Jesuíta aos Refugiados		133133230037212	Facebook	100k_200k	100k - 200k	PT	Portugal	1	1	190209	95105	94	0
EU Justice and Consumers		278117815576023	Facebook	100k_200k	100k - 200k	PT	Portugal	1	1	188862	94431	471	94
Página Miguel Viegas		194651341130667	Facebook	100k_200k	100k - 200k	PT	Portugal	1	1	186506	93253	465	93
Carlos Coelho		306796832807017	Facebook	100k_200k	100k - 200k	PT	Portugal	1	1	185805	92903	463	92
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	100k_200k	100k - 200k	PT	Portugal	6	1	183865	91933	458	91
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	100k_200k	100k - 200k	PT	Portugal	11	1	174302	87151	596	216
Greens/EFA in the European Parliament		150527751674751	Facebook	100k_200k	100k - 200k	PT	Portugal	5	1	147112	73556	256	48
Web Summit		294067420659309	Facebook	100k_200k	100k - 200k	PT	Portugal	1	1	84254	42127	2105	421
De		934096290121472	Facebook	100k_200k	100k - 200k	PT	Portugal	1	1	74417	37208	1159	231
The Palestine Institute for Public Diplomacy		158233651450504	Facebook	100k_200k	100k - 200k	PT	Portugal	2	1	70109	35054	155	31
European Jewish Association		853930504670255	Facebook	100k_200k	100k - 200k	PT	Portugal	1	1	58716	29358	146	29
EPP - European People's Party		48034275355	Facebook	100k_200k	100k - 200k	PT	Portugal	2	1	53022	26511	132	26
IdealMed		292724864144698	Facebook	100k_200k	100k - 200k	PT	Portugal	1	1	47926	23963	23	0
European Youth Event		919232861444360	Facebook	100k_200k	100k - 200k	PT	Portugal	2	1	47908	23954	119	23
VoteWatch Europe		355087424564148	Facebook	100k_200k	100k - 200k	PT	Portugal	1	1	46844	23422	116	23
DRH Lindersvold		512374155442078	Facebook	100k_200k	100k - 200k	PT	Portugal	1	1	45928	22964	153	30
Selenacup		695110977328384	Facebook	100k_200k	100k - 200k	PT	Portugal	1	1	42126	21063	20	0
