spend_code	spend_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_50	0 - 50	PL	Poland	6731	1591	36207358	9939300	116566	2603
50_100	50 - 100	PL	Poland	3440	958	26004465	7277313	63611	12595
100_1k	100 - 1k	PL	Poland	2241	571	76687585	31267301	185987	48571
1k_5k	1k - 5k	PL	Poland	213	70	22706430	10598240	83874	22268
5k_10k	5k - 10k	PL	Poland	10	7	550044	274266	7182	1526
10k_50k	10k - 50k	PL	Poland	2	2	424418	212209	6038	1207
