advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SPÖ	SPÖ	77393060080	Facebook	AT	Austria	820	1	22872118	7854930	181431	27897
Harald Vilimsky		547597092025909	Facebook	AT	Austria	183	1	18379671	7794538	176003	40897
European Parliament		178362315106	Facebook	AT	Austria	153	1	12492126	5212703	116078	31035
Andreas Schieder	SPÖ	290881691011354	Facebook	AT	Austria	194	1	10933440	3772461	87317	18231
Claudia Gamon	NEOS	447992848717452	Facebook	AT	Austria	323	1	10805666	3686995	72176	12799
Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	AT	Austria	1746	1	9589601	2147845	198881	6798
kontrast.at	kontrast.at	1079650008770485	Facebook	AT	Austria	119	1	9069876	3705997	47880	14799
Die Grünen	Die Grünen	21759893033	Facebook	AT	Austria	123	1	8376856	2931991	67176	14499
HC Strache	FPÖ	74865038590	Facebook	AT	Austria	78	1	6102917	2582997	38121	9899
Greenpeace Österreich	Greenpeace Österreich	32984679070	Facebook	AT	Austria	617	1	5650355	1633989	68682	1899
Europäisches Parlament Österreich		124468054313069	Facebook	AT	Austria	35	1	5244888	2164968	23064	7699
Stadt Wien	Stadt Wien	110971788921077	Facebook	AT	Austria	50	1	4173950	1679000	20450	4200
European Greens		141366725876424	Facebook	AT	Austria	52	1	4003886	1756698	28685	7470
Karoline Edtstadler	Salzburger Volkspartei	1580540041983231	Facebook	AT	Austria	298	1	3853341	899881	44998	3899
Europäische Kommission - Vertretung in Österreich		187626534620326	Facebook	AT	Austria	22	1	3529956	1471991	6577	1099
Dominik Nepp		135953609780627	Facebook	AT	Austria	97	1	2475903	923000	24402	4299
OÖVP - die Oberösterreichische Volkspartei	Oberösterreichische Volkspartei	289163077789256	Facebook	AT	Austria	54	1	2399946	624000	6946	400
Othmar Karas	Volkspartei	395638503864459	Facebook	AT	Austria	459	1	2188541	484000	53841	2100
Johann Gudenus		104145976305577	Facebook	AT	Austria	53	1	2133934	861993	12146	1999
FPÖ	FPÖ	169051073236170	Facebook	AT	Austria	17	1	1610982	691999	12782	3099
Julia Herr	Sozialistische Jugend Österreich	345172509462824	Facebook	AT	Austria	30	1	1609965	600997	16669	4299
Wirtschaftskammer		125946327466544	Facebook	AT	Austria	169	1	1363831	348000	19931	800
SPÖ Kärnten	SPÖ Kärnten	10150145829810364	Facebook	AT	Austria	41	1	1328959	430000	10559	1900
Pamela Rendi-Wagner	SPÖ-Parlamentsklub	1673371229636129	Facebook	AT	Austria	78	1	1205283	305548	7464	99
Werner Kogler	Die Grünen	133612666671985	Facebook	AT	Austria	17	1	1171982	369999	11882	2599
1Europa	Peter Glawischnig	320389701908367	Facebook	AT	Austria	32	1	1130968	298000	8768	1400
Günther Sidl	BSA Niederösterreich	806694216374998	Facebook	AT	Austria	19	1	1119981	442000	8981	2100
Kialo		729627343834501	Facebook	AT	Austria	355	1	1111243	386910	7255	1783
FPÖ-Wien		146097669338683	Facebook	AT	Austria	1	1	999999	500000	4999	1000
GRAS - Grüne & Alternative Student_innen	GRAS - Grüne & Alternative Student_innen	79935247286	Facebook	AT	Austria	40	1	954780	249958	8759	1199
GPA-djp	GPA-djp	214499840736	Facebook	AT	Austria	36	1	915964	222000	3564	0
Alex Bernhuber	Niederösterreichischer Bauernbund	382872055842390	Facebook	AT	Austria	205	1	915795	213000	23495	800
Lukas Mandl	Verein VSM - Vorzugsstimmen für Mandl	436914289678818	Facebook	AT	Austria	128	1	908859	266997	14671	500
Wolfram Pirchner	Österreichischer Seniorenbund	296676857050295	Facebook	AT	Austria	14	1	879899	304956	9081	1699
Wirtschaftsbund Österreich	Wirtschaftsbund Österreich	385183128166442	Facebook	AT	Austria	153	1	823847	191000	17147	500
Sarah Wiener	Die Grünen	970529566390833	Facebook	AT	Austria	11	1	799988	279999	5189	1300
NR KLUB JETZT	NR KLUB JETZT	833013456857401	Facebook	AT	Austria	83	1	792917	193000	9817	400
Wochenblick	Wochenblick	991628130904203	Facebook	AT	Austria	20	1	624979	169999	4479	899
Klang der Solidarität		385076005313967	Facebook	AT	Austria	70	1	608301	246215	1378	155
Unser Niederösterreich	Unser Niederösterreich	469284460250113	Facebook	AT	Austria	84	1	574916	134000	8316	0
Maximilian Krauss		590930261019192	Facebook	AT	Austria	98	1	574902	152000	12102	600
NEOS	NEOS	327450964017497	Facebook	AT	Austria	61	1	568939	147000	7639	400
Sozialdemokratischer Wirtschaftsverband Wien		217664835989	Facebook	AT	Austria	22	1	558971	119998	6177	999
Plan International Österreich		115130990779	Facebook	AT	Austria	14	1	555985	212999	4285	999
Sozialdemokratische Partei Europas	Sozialdemokratische Partei Europas	338549033673221	Facebook	AT	Austria	19	1	540652	171695	1780	100
SPÖ Oberösterreich	SPÖ Oberösterreich	208930355786005	Facebook	AT	Austria	19	1	526981	180000	3881	500
Heumilch		184745071568863	Facebook	AT	Austria	1	1	499982	199993	998	499
Austrian World Summit	R2o Austria & EU	1852365868311086	Facebook	AT	Austria	150	1	456791	80988	15248	99
Grüne Jugend - Grünalternative Jugend	Grüne Jugend - Grünalternative Jugend	533665483708070	Facebook	AT	Austria	23	1	449977	140000	2277	0
FSG - Fraktion Sozialdemokratischer GewerkschafterInnen	GewerkschafterInnen in der SPÖ	364093897023468	Facebook	AT	Austria	31	1	447968	136999	7868	1199
Die neue SPÖ Tirol	SPÖ Tirol	172040642860223	Facebook	AT	Austria	35	1	445238	113811	3460	0
Evelyn Regner	SPÖ	291746820967544	Facebook	AT	Austria	29	1	429970	105999	3671	200
Christian Dax	SPÖ Burgenland	1232990493514860	Facebook	AT	Austria	21	1	424876	87979	2876	200
Die Grünen Wien		88676876113	Facebook	AT	Austria	11	1	414989	83000	1489	100
Hermann Schützenhöfer	Steirische Volkspartei	141720165842248	Facebook	AT	Austria	9	1	409991	85000	2491	400
Barbara M. Thaler		1945277729020140	Facebook	AT	Austria	26	1	373974	79000	3374	200
Christian Zoll		601419393620184	Facebook	AT	Austria	6	1	369991	139998	1793	299
Österreichische Gesellschaft für Europapolitik	Österreichische Gesellschaft für Europapolitik	290449626693	Facebook	AT	Austria	9	1	361954	104982	3290	599
Addendum		109044023134793	Facebook	AT	Austria	11	1	360941	160983	2688	399
Michael Raml	FPÖ Linz	1499759610320321	Facebook	AT	Austria	22	1	354978	82999	3778	400
Amnesty International Austria		30925241455	Facebook	AT	Austria	30	1	326969	94999	2969	0
Niko Swatek	NEOS Steiermark	424384408037670	Facebook	AT	Austria	8	1	324992	101000	1592	200
Mario Kunasek	FPÖ - Landespartei Steiermark	66095458281	Facebook	AT	Austria	6	1	304988	90998	2593	499
Christian Pirker		200189984169557	Facebook	AT	Austria	83	1	302896	71995	8616	99
Freiheitliche Jugend	Freiheitliche Jugend	261850724850	Facebook	AT	Austria	11	1	299989	99000	1889	200
Die Grünen Oberösterreich	Die Grünen Oberösterreich	84955135551	Facebook	AT	Austria	13	1	292669	66936	1286	0
Freiheitliche Arbeitnehmer Oberösterreich	Freiheitliche Arbeitnehmer Oberösterreich	346842098763288	Facebook	AT	Austria	12	1	288988	120000	2087	500
Christof Bitschi		1697898137102698	Facebook	AT	Austria	11	1	281988	61999	2688	399
Die Grünen Steiermark	Die Grünen Steiermark	97997637890	Facebook	AT	Austria	46	1	277954	86000	4554	0
FSG Niederösterreich		420116701402151	Facebook	AT	Austria	6	1	271994	120000	994	100
Die Tiroler Grünen	Die Tiroler Grünen	112941499555	Facebook	AT	Austria	52	1	268948	74000	5148	0
Gottfried Waldhäusl		627580790692097	Facebook	AT	Austria	19	1	265980	60999	2680	199
JUNOS Studierende	JUNOS Studierende	231166380411824	Facebook	AT	Austria	13	1	265963	67993	1286	0
ISPA - Internet Service Providers Austria		202205536400	Facebook	AT	Austria	21	1	252979	65000	2079	0
Europa-Wahl 2019	Michael Eisenriegler Bakk Phil	489866264465481	Facebook	AT	Austria	23	1	252977	86000	2277	0
Die Innsbrucker Grünen	Die Innsbrucker Grünen	185943534768550	Facebook	AT	Austria	27	1	252972	57999	3072	100
Beate Hartinger-Klein	FPÖ	925449987652901	Facebook	AT	Austria	4	1	249995	80000	1196	200
LET'S CEE Film Festival	LET'S CEE Film Festival	374807339208829	Facebook	AT	Austria	72	1	248799	57971	7125	0
FPÖ Niederösterreich	FPÖ Niederösterreich	150623338441911	Facebook	AT	Austria	15	1	231978	47998	3084	399
Keinen Millimeter	Michael Dorner	356665748284436	Facebook	AT	Austria	7	1	224992	50999	1092	99
Stoffgewickelt		371431596728634	Facebook	AT	Austria	11	1	216491	104106	508	101
Thomas Waitz		235816017203590	Facebook	AT	Austria	7	1	214981	42997	1492	199
Sebastian Bohrn Mena	Sebastian Bohrn Mena	1583324305255890	Facebook	AT	Austria	35	1	214963	67999	3464	0
Grüner Fisher Investments	Grüner Fisher Investments	138832469593845	Facebook	AT	Austria	38	1	213962	61000	9862	1800
Zalando		451619258340545	Facebook	AT	Austria	1	1	199999	100000	999	500
Team Kurz		1446536545429987	Facebook	AT	Austria	1	1	199999	100000	499	99
Norbert Hofer	FPÖ	1650580648552563	Facebook	AT	Austria	1	1	199998	100000	4999	1000
Meins		1475362469455962	Facebook	AT	Austria	2	1	199997	99999	997	199
Sebastian Kurz	Volkspartei	105151752909840	Facebook	AT	Austria	30	1	199970	48999	2970	0
Thomas Drozda	SPÖ	665544580263664	Facebook	AT	Austria	22	1	184977	54999	2177	0
Peter Haubner		276851356116014	Facebook	AT	Austria	32	1	178964	50999	4367	299
