impression_code_filter	impression_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
1m_2m	1m - 2m	Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	45	1	13546349	1354634	4605	436
1m_2m	1m - 2m	COALICION ELECTORAL UNIDAS PODEMOS		AR21167248102129664	Google	58	1	13245319	1324531	175349	3236
1m_2m	1m - 2m	AMERISOFT SRL		AR573801583431647232	Google	54	1	12944289	1294428	1189	60
1m_2m	1m - 2m	Liberaalipuolue - Vapaus valita r.p.		AR52536314842578944	Google	31	1	9331929	933192	466	0
1m_2m	1m - 2m	Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	25	1	6622659	662265	12056	451
1m_2m	1m - 2m	KREMSA DIGITAL s.r.o.		AR420840549432426496	Google	22	1	6622659	662265	1143	90
1m_2m	1m - 2m	Ciudadanos - Partido de la Ciudadanía		AR309397624253841408	Google	22	1	6020599	602059	180617	3010
1m_2m	1m - 2m	Kansallinen Kokoomus r.p.		AR210958348219056128	Google	27	1	4816479	481647	46810	918
1m_2m	1m - 2m	Partido Popular Regional De Canarias		AR288284801977286656	Google	16	1	4816479	481647	1595	150
1m_2m	1m - 2m	ENTUSIASMO Y MUCHO VALOR, S.L.U.		AR433345570053029888	Google	15	1	4515449	451544	55540	1038
1m_2m	1m - 2m	Future Innovation SRL		AR474748779908562944	Google	29	1	3612359	361235	46208	857
1m_2m	1m - 2m	COALICION CANARIA		AR489541609348661248	Google	11	1	3311329	331132	10265	270
1m_2m	1m - 2m	Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	13	1	3010299	301029	72548	1234
1m_2m	1m - 2m	SOCIALDEMOKRATIET		AR271193993235136512	Google	10	1	3010299	301029	90308	1505
1m_2m	1m - 2m	Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	11	1	2709269	270926	948	90
1m_2m	1m - 2m	Suomen Keskusta r.p.		AR441112520191639552	Google	10	1	2709269	270926	72397	1219
1m_2m	1m - 2m	GRAFTET MICHAŁ TETERYCZ		AR164284079619964928	Google	8	1	2408239	240823	255	15
1m_2m	1m - 2m	Freiheitliche Partei Österreich		AR333020356698701824	Google	12	1	2107209	210720	54335	918
1m_2m	1m - 2m	ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ (ΑΚΕΛ)		AR429686395355791360	Google	8	1	2107209	210720	511	45
1m_2m	1m - 2m	SPD		AR456734381399080960	Google	7	1	2107209	210720	63366	9798
1m_2m	1m - 2m	Alternativet		AR198061076825243648	Google	8	1	2107209	210720	1053	105
1m_2m	1m - 2m	Liberal Alliance		AR183859784640888832	Google	6	1	1806179	180617	54185	903
1m_2m	1m - 2m	CDA Doetinchem		AR453512812329697280	Google	6	1	1806179	180617	361	30
1m_2m	1m - 2m	Suomen Sosialidemokraattinen Puolue - Finlands Socialdemokratiska  Parti r.p.		AR525570406367625216	Google	6	1	1806179	180617	54185	903
1m_2m	1m - 2m	EVOLVEDREAMSOFT SRL		AR495298652231696384	Google	5	1	1505149	150514	481	45
