impression_code_filter	impression_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
10m_1000m	10m - 1000m	Ciudadanos - Partido de la Ciudadanía		AR309397624253841408	Google	3	1	111771838	11177183	95315	30588
10m_1000m	10m - 1000m	Future Innovation SRL		AR474748779908562944	Google	17	1	100060624	10006062	300181	5003
10m_1000m	10m - 1000m	COALICION ELECTORAL UNIDAS PODEMOS		AR21167248102129664	Google	14	1	82402867	8240286	247208	4120
10m_1000m	10m - 1000m	Kansallinen Kokoomus r.p.		AR210958348219056128	Google	11	1	64745110	6474511	194235	3237
10m_1000m	10m - 1000m	AMERISOFT SRL		AR573801583431647232	Google	11	1	64745110	6474511	3237	323
10m_1000m	10m - 1000m	Freiheitliche Partei Österreich		AR333020356698701824	Google	5	1	29429595	2942959	105946	18834
10m_1000m	10m - 1000m	Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	3	1	17657757	1765775	52973	882
10m_1000m	10m - 1000m	Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	3	1	17657757	1765775	52973	882
10m_1000m	10m - 1000m	Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	2	1	11771838	1177183	588	58
10m_1000m	10m - 1000m	Partido Animalista PACMA		AR145115193901318144	Google	2	1	11771838	1177183	17952	323
10m_1000m	10m - 1000m	ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ (ΑΚΕΛ)		AR429686395355791360	Google	1	1	5885919	588591	294	29
10m_1000m	10m - 1000m	Suomen Keskusta r.p.		AR441112520191639552	Google	1	1	5885919	588591	17657	294
10m_1000m	10m - 1000m	Alternativet		AR198061076825243648	Google	1	1	5885919	588591	294	29
10m_1000m	10m - 1000m	NÁRODNÁ KOALÍCIA		AR12498698428743680	Google	1	1	5885919	588591	17657	294
10m_1000m	10m - 1000m	Arnora Oy		AR181544213152792576	Google	1	1	5885919	588591	294	29
