recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-12	2019-05-12	RO	Romania	739	159	11733223	4758768	19193	4062
rd2	Last 2 days	2019-05-11	2019-05-12	RO	Romania	885	174	25225767	10299564	41110	8834
rd3	Last 3 days	2019-05-10	2019-05-12	RO	Romania	991	200	44385232	18425318	78464	16782
rd4	Last 4 days	2019-05-09	2019-05-12	RO	Romania	1053	209	56888933	23724836	104717	22602
rd5	Last 5 days	2019-05-08	2019-05-12	RO	Romania	1118	218	69947828	29287305	132641	28820
rd6	Last 6 days	2019-05-07	2019-05-12	RO	Romania	1194	227	80772275	33906798	156186	34048
rw1	Last week	2019-05-06	2019-05-12	RO	Romania	1250	235	92353284	39075869	178723	39054
rw2	Last 2 weeks	2019-04-29	2019-05-12	RO	Romania	1695	312	141955923	60723070	284042	67222
rw3	Last 3 weeks	2019-04-22	2019-05-12	RO	Romania	2311	423	187466826	79887718	368936	87941
rw4	Last 4 weeks	2019-04-15	2019-05-12	RO	Romania	2923	541	231110594	98479957	457900	108610
rm1	Last month	2019-04-13	2019-05-12	RO	Romania	3037	576	236743557	100859900	469949	110863
rm2	Last 2 months	2019-03-14	2019-05-12	RO	Romania	4645	1028	276733568	116023887	573973	128660
rm3	Last 3 months	2019-02-12	2019-05-12	RO	Romania	5074	1121	286983363	120152598	596375	132536
rm6	Last 6 months	2019-01-01	2019-05-12	RO	Romania	5284	1156	290520956	121442884	602394	133486
