advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	location_code_filter	location_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	bistrita_nasaud_county_RO	Bistrița-Năsăud County, Romania	132	1	537778	249169	1348	335
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	bistrita_nasaud_county_RO	Bistrița-Năsăud County, Romania	78	1	478979	209769	1053	288
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	bistrita_nasaud_county_RO	Bistrița-Năsăud County, Romania	111	1	427424	181169	698	176
PNL Bistrița-Năsăud		709900909075368	Facebook	bistrita_nasaud_county_RO	Bistrița-Năsăud County, Romania	18	1	422934	90183	452	35
România în primul rând	Future Innovation	770704223323599	Facebook	bistrita_nasaud_county_RO	Bistrița-Năsăud County, Romania	43	1	355085	166639	212	55
European Parliament		178362315106	Facebook	bistrita_nasaud_county_RO	Bistrița-Năsăud County, Romania	72	1	156909	72144	754	147
Uniunea Salvați România - USR	Uniunea Salvați România - USR	1058116737612843	Facebook	bistrita_nasaud_county_RO	Bistrița-Năsăud County, Romania	77	1	154051	67361	512	121
Romania #nuepsd	Future Innovation	293215748279337	Facebook	bistrita_nasaud_county_RO	Bistrița-Năsăud County, Romania	11	1	123826	57816	63	21
ALDE - Partidul Alianta Liberalilor si Democratilor	EvolveDreamSoft	1445317929104549	Facebook	bistrita_nasaud_county_RO	Bistrița-Năsăud County, Romania	33	1	113660	52059	143	39
Cristina Iurisniti Deputat USR BN		745975698891864	Facebook	bistrita_nasaud_county_RO	Bistrița-Năsăud County, Romania	3	1	101891	20378	126	21
European Commission		107898832590939	Facebook	bistrita_nasaud_county_RO	Bistrița-Năsăud County, Romania	11	1	87599	43566	228	60
Litere.net	litere.net	1504323906337545	Facebook	bistrita_nasaud_county_RO	Bistrița-Năsăud County, Romania	13	1	69903	33375	62	14
Politice.net	politice.net	2546711162025064	Facebook	bistrita_nasaud_county_RO	Bistrița-Năsăud County, Romania	12	1	68048	32947	65	13
Fără Penali în Funcții Publice	Uniunea Salvați România - USR	275621429636078	Facebook	bistrita_nasaud_county_RO	Bistrița-Năsăud County, Romania	36	1	67201	31988	223	59
RMDSZ	RMDSZ	102601499822802	Facebook	bistrita_nasaud_county_RO	Bistrița-Năsăud County, Romania	160	1	66211	18489	94	12
Departamentul pentru Agricultură și Dezvoltare Rurală al PSD	Partidul Social Democrat	339365506708219	Facebook	bistrita_nasaud_county_RO	Bistrița-Năsăud County, Romania	11	1	45733	19324	54	10
Video News		329122497569429	Facebook	bistrita_nasaud_county_RO	Bistrița-Năsăud County, Romania	5	1	44859	18326	32	12
Winkler Gyula		1560147330888040	Facebook	bistrita_nasaud_county_RO	Bistrița-Năsăud County, Romania	18	1	39729	17548	50	12
Viorel Catarama	Dreapta Liberală - DL	795022763862618	Facebook	bistrita_nasaud_county_RO	Bistrița-Năsăud County, Romania	19	1	37300	17346	35	6
Silvia Dinică		1128229287275038	Facebook	bistrita_nasaud_county_RO	Bistrița-Năsăud County, Romania	19	1	36368	14462	63	14
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	bistrita_nasaud_county_RO	Bistrița-Năsăud County, Romania	41	1	34169	15906	69	18
Departamentul Fonduri Europene al PSD	Partidul Social Democrat	1030472763816931	Facebook	bistrita_nasaud_county_RO	Bistrița-Năsăud County, Romania	7	1	30156	13386	10	2
Traian Băsescu		361235817223309	Facebook	bistrita_nasaud_county_RO	Bistrița-Năsăud County, Romania	10	1	28739	11791	35	6
USR Bistrița-Năsăud		1097122383697273	Facebook	bistrita_nasaud_county_RO	Bistrița-Năsăud County, Romania	2	1	27804	8561	58	7
George Simion		2212856535602171	Facebook	bistrita_nasaud_county_RO	Bistrița-Năsăud County, Romania	24	1	27525	10652	57	15
