advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	location_code_filter	location_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	nograd_county_HU	Nógrád County, Hungary	49	1	509240	239948	918	410
Fidesz	Fidesz	9844779306	Facebook	nograd_county_HU	Nógrád County, Hungary	76	1	256768	122035	861	422
European Parliament		178362315106	Facebook	nograd_county_HU	Nógrád County, Hungary	101	1	240443	109144	658	205
Nemzeti Televízió	Alfahír Hírportál	164061553749320	Facebook	nograd_county_HU	Nógrád County, Hungary	79	1	158315	68360	381	152
LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	nograd_county_HU	Nógrád County, Hungary	70	1	134125	56267	148	42
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	nograd_county_HU	Nógrád County, Hungary	29	1	130794	55281	92	30
Dobrev Klára	Demokratikus Koalíció	1880809845328535	Facebook	nograd_county_HU	Nógrád County, Hungary	51	1	110097	45298	198	68
MSZP	MSZP	115388925185513	Facebook	nograd_county_HU	Nógrád County, Hungary	31	1	108462	49120	191	82
Gyöngyösi Márton	Országgyűlés Hivatala Jobbik Frakció	781030738624077	Facebook	nograd_county_HU	Nógrád County, Hungary	13	1	71739	30737	127	59
Ökopolisz Alapítvány	Ökopolisz Alapítvány	244669668913278	Facebook	nograd_county_HU	Nógrád County, Hungary	3	1	68690	34309	106	21
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	nograd_county_HU	Nógrád County, Hungary	43	1	67480	25796	94	31
Mi Hazánk Mozgalom	Mi Hazánk Mozgalom	620030171664750	Facebook	nograd_county_HU	Nógrád County, Hungary	12	1	49835	15429	58	22
Ádám Kósa Mep	Adam Kosa, Member of the European Parliament	237088069704442	Facebook	nograd_county_HU	Nógrád County, Hungary	11	1	48264	20572	121	55
Jakab Péter	Országgyűlés Hivatala Jobbik Frakció	781150971947219	Facebook	nograd_county_HU	Nógrád County, Hungary	12	1	41773	14013	84	25
Gyurcsány Ferenc	Demokratikus Koalíció	187301974635606	Facebook	nograd_county_HU	Nógrád County, Hungary	27	1	41465	15530	67	18
Demokratikus Koalíció	Demokratikus Koalíció	169599166463839	Facebook	nograd_county_HU	Nógrád County, Hungary	25	1	38181	12329	65	13
Greenpeace Magyarország		35634348348	Facebook	nograd_county_HU	Nógrád County, Hungary	54	1	36456	15000	74	4
Vágó Gábor	LMP - Lehet Más a Politika	453253875264	Facebook	nograd_county_HU	Nógrád County, Hungary	30	1	34089	14263	65	19
Dúró Dóra	Sipos 	191946490841225	Facebook	nograd_county_HU	Nógrád County, Hungary	17	1	32886	14193	84	33
European Commission		107898832590939	Facebook	nograd_county_HU	Nógrád County, Hungary	13	1	31760	14332	112	31
Ujhelyi István dr.	MSZP	734217673259088	Facebook	nograd_county_HU	Nógrád County, Hungary	19	1	31121	13022	78	29
Dr. Lukács László György	Országgyűlés Hivatala Jobbik Frakció	490006464353222	Facebook	nograd_county_HU	Nógrád County, Hungary	8	1	26698	7150	31	10
Morvai Krisztina		282077899700	Facebook	nograd_county_HU	Nógrád County, Hungary	4	1	25592	12536	32	11
Kialo		729627343834501	Facebook	nograd_county_HU	Nógrád County, Hungary	276	1	23824	9636	136	34
European Greens	European Greens	141366725876424	Facebook	nograd_county_HU	Nógrád County, Hungary	13	1	23299	10332	69	22
