advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	location_code_filter	location_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Venstre, Danmarks Liberale Parti		21465928829	Facebook	region_of_southern_denmark_DK	Region of Southern Denmark, Denmark	326	1	3179169	1069246	22982	6096
European Parliament		178362315106	Facebook	region_of_southern_denmark_DK	Region of Southern Denmark, Denmark	81	1	1172457	499826	10262	2360
Socialdemokratiet	Socialdemokratiet	41459763029	Facebook	region_of_southern_denmark_DK	Region of Southern Denmark, Denmark	95	1	774692	259559	8939	2469
Pernille Weiss	Det Konservative Folkeparti	2071183673144991	Facebook	region_of_southern_denmark_DK	Region of Southern Denmark, Denmark	32	1	771765	265271	9557	2296
Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	region_of_southern_denmark_DK	Region of Southern Denmark, Denmark	134	1	767006	253359	10140	2832
Liberal Alliance	Liberal Alliance	106952222676974	Facebook	region_of_southern_denmark_DK	Region of Southern Denmark, Denmark	660	1	674509	150145	5919	1207
Lizette Risgaard		547601668763372	Facebook	region_of_southern_denmark_DK	Region of Southern Denmark, Denmark	69	1	590116	234692	6299	1659
Dansk Folkeparti	Dansk Folkeparti	520449347983427	Facebook	region_of_southern_denmark_DK	Region of Southern Denmark, Denmark	12	1	539941	235134	6305	2062
Christel Schaldemose		424159230945271	Facebook	region_of_southern_denmark_DK	Region of Southern Denmark, Denmark	27	1	511973	198000	1188	281
Karina Lorentzen Dehnhardt	Dehnhardt Karina Lorentzen	116061635098137	Facebook	region_of_southern_denmark_DK	Region of Southern Denmark, Denmark	18	1	417376	123981	2751	863
Red Barnet		67571270393	Facebook	region_of_southern_denmark_DK	Region of Southern Denmark, Denmark	79	1	388954	134665	6276	1601
Lars Chr. Lilleholt		1408142216156387	Facebook	region_of_southern_denmark_DK	Region of Southern Denmark, Denmark	92	1	363640	80148	8292	87
Mai Mercado		397094903687472	Facebook	region_of_southern_denmark_DK	Region of Southern Denmark, Denmark	120	1	352935	75814	2829	494
SF	SF	74796954245	Facebook	region_of_southern_denmark_DK	Region of Southern Denmark, Denmark	46	1	335328	90846	3117	816
Pia Olsen Dyhr	SF	49348971479	Facebook	region_of_southern_denmark_DK	Region of Southern Denmark, Denmark	45	1	316667	99828	2325	669
Steen Holm Iversen	Steen Holm Iversen	301279783370957	Facebook	region_of_southern_denmark_DK	Region of Southern Denmark, Denmark	21	1	304979	100000	3545	1272
Dansk Industri - DI	Dansk Industri	141343589252160	Facebook	region_of_southern_denmark_DK	Region of Southern Denmark, Denmark	30	1	284066	80571	2274	543
SE Energi & Klima		169900309711559	Facebook	region_of_southern_denmark_DK	Region of Southern Denmark, Denmark	43	1	278762	90375	2061	517
World Animal Protection Danmark		33588644626	Facebook	region_of_southern_denmark_DK	Region of Southern Denmark, Denmark	5	1	248289	103007	2957	666
Søren Pape Poulsen	Søren Pape Poulsen	952334508116178	Facebook	region_of_southern_denmark_DK	Region of Southern Denmark, Denmark	16	1	241318	87487	3863	1257
Anne Skau Styrishave	Styrishave Anne Skau	1407237706021123	Facebook	region_of_southern_denmark_DK	Region of Southern Denmark, Denmark	15	1	230959	63636	729	132
Asger Christensen i EU	Christensen Asger Bank Møller	1450750935146684	Facebook	region_of_southern_denmark_DK	Region of Southern Denmark, Denmark	20	1	196710	59295	1236	527
Enhedslisten	Enhedslisten	223040066022	Facebook	region_of_southern_denmark_DK	Region of Southern Denmark, Denmark	20	1	186768	64279	1082	334
Mette Frederiksen	Socialdemokratiet	57497067718	Facebook	region_of_southern_denmark_DK	Region of Southern Denmark, Denmark	14	1	179261	59216	1878	458
Benny Engelbrecht		270431402967189	Facebook	region_of_southern_denmark_DK	Region of Southern Denmark, Denmark	16	1	169965	44995	814	187
