advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	location_code_filter	location_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Rädda Barnen		72659261793	Facebook	kalmar_county_SE	Kalmar County, Sweden	530	1	324259	103920	2759	695
Plan International Sverige		382243262003	Facebook	kalmar_county_SE	Kalmar County, Sweden	342	1	244310	82026	1852	470
Vattenfall Sverige		608975645850217	Facebook	kalmar_county_SE	Kalmar County, Sweden	27	1	223035	101606	2642	769
Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	kalmar_county_SE	Kalmar County, Sweden	29	1	141474	59888	1602	432
Centerpartiet	Centerpartiet	12690894340	Facebook	kalmar_county_SE	Kalmar County, Sweden	131	1	140553	50207	1787	426
Nya Moderaterna i Kalmar län	Hemgard Lars Peter	159513904100440	Facebook	kalmar_county_SE	Kalmar County, Sweden	4	1	119996	30000	647	157
EU-kommissionen i Sverige		155824787799	Facebook	kalmar_county_SE	Kalmar County, Sweden	18	1	113867	54783	490	118
Socialdemokraterna	Socialdemokraterna	8040892957	Facebook	kalmar_county_SE	Kalmar County, Sweden	127	1	108879	29207	1127	310
European Commission		107898832590939	Facebook	kalmar_county_SE	Kalmar County, Sweden	15	1	106529	47407	862	251
Centerpartiet Kalmar län	Centerpartiet Kalmar län	306226252825576	Facebook	kalmar_county_SE	Kalmar County, Sweden	4	1	101996	20000	944	185
Håll Sverige Rent	Håll Sverige Rent	236879092476	Facebook	kalmar_county_SE	Kalmar County, Sweden	5	1	74930	21779	579	115
Sverigedemokraterna Kalmar län	Kotanen Mika Erik	117200235024372	Facebook	kalmar_county_SE	Kalmar County, Sweden	15	1	72022	19807	536	100
Liberalerna	Liberalerna	132266740623	Facebook	kalmar_county_SE	Kalmar County, Sweden	79	1	67756	23491	299	87
European Parliament		178362315106	Facebook	kalmar_county_SE	Kalmar County, Sweden	61	1	62390	26944	475	133
Greenpeace Sverige	Greenpeace Sverige	95735961890	Facebook	kalmar_county_SE	Kalmar County, Sweden	293	1	61665	16952	392	89
Moderaterna	Moderaterna	7719591155	Facebook	kalmar_county_SE	Kalmar County, Sweden	96	1	60902	14788	572	141
LO Sverige		163820136238	Facebook	kalmar_county_SE	Kalmar County, Sweden	7	1	59378	26313	680	156
Facebook Nordic	Facebook	334318366655425	Facebook	kalmar_county_SE	Kalmar County, Sweden	5	1	57379	26478	349	70
Länsförsäkringar Kalmar län		235747739885786	Facebook	kalmar_county_SE	Kalmar County, Sweden	1	1	49999	10000	462	92
e.on		369122343101775	Facebook	kalmar_county_SE	Kalmar County, Sweden	28	1	45593	16253	475	139
Sverige för UNHCR		643137272398136	Facebook	kalmar_county_SE	Kalmar County, Sweden	88	1	44230	11059	186	47
Kristdemokraterna	Kristdemokraterna	115198178364	Facebook	kalmar_county_SE	Kalmar County, Sweden	46	1	43754	9782	317	77
Röda Korset		111630258867610	Facebook	kalmar_county_SE	Kalmar County, Sweden	62	1	42953	11118	174	54
IF Metall		108492218918	Facebook	kalmar_county_SE	Kalmar County, Sweden	7	1	40302	16802	255	53
Feministiskt initiativ	Feministiskt initiativ	112513375470294	Facebook	kalmar_county_SE	Kalmar County, Sweden	17	1	37835	16372	252	105
Miljöpartiet de gröna	Miljöpartiet de gröna	34780126150	Facebook	kalmar_county_SE	Kalmar County, Sweden	7	1	36599	14574	293	66
Johan Danielsson	LO Sverige	636103536446815	Facebook	kalmar_county_SE	Kalmar County, Sweden	10	1	35547	13876	333	103
Ebba Busch Thor		661702230515862	Facebook	kalmar_county_SE	Kalmar County, Sweden	32	1	33975	6972	266	58
Alternativ för Sverige	Alternativ för Sverige	270592853332987	Facebook	kalmar_county_SE	Kalmar County, Sweden	12	1	33489	13466	475	124
Saco	Saco	133910158381	Facebook	kalmar_county_SE	Kalmar County, Sweden	33	1	32229	6607	185	44
Sara Skyttedal	Sara Skyttedal	249195615122371	Facebook	kalmar_county_SE	Kalmar County, Sweden	29	1	30029	8311	172	62
Diakonia		42676805259	Facebook	kalmar_county_SE	Kalmar County, Sweden	22	1	28309	9886	63	21
Unionen		175656912484553	Facebook	kalmar_county_SE	Kalmar County, Sweden	31	1	28122	11516	287	88
Europaparlamentets kontor i Sverige		293678655099	Facebook	kalmar_county_SE	Kalmar County, Sweden	2	1	26688	13297	135	26
En bättre framtid		1173808162671999	Facebook	kalmar_county_SE	Kalmar County, Sweden	51	1	24984	9475	283	75
Världsnaturfonden WWF		371791194529	Facebook	kalmar_county_SE	Kalmar County, Sweden	6	1	24707	9815	222	50
Tretti		250791121791	Facebook	kalmar_county_SE	Kalmar County, Sweden	8	1	23979	10037	72	15
Linnéa Engström		1409490812643464	Facebook	kalmar_county_SE	Kalmar County, Sweden	42	1	23264	5890	160	19
UNICEF Sverige		59324455950	Facebook	kalmar_county_SE	Kalmar County, Sweden	18	1	22599	9893	220	65
European Greens	European Greens	141366725876424	Facebook	kalmar_county_SE	Kalmar County, Sweden	14	1	19060	9138	359	82
Dr Sannas		432084333637525	Facebook	kalmar_county_SE	Kalmar County, Sweden	33	1	17771	4177	168	36
Tomas Tobé	Moderaterna	1829725353928210	Facebook	kalmar_county_SE	Kalmar County, Sweden	37	1	17404	4937	158	39
Heléne Fritzon	Socialdemokraterna	767749640051136	Facebook	kalmar_county_SE	Kalmar County, Sweden	15	1	16852	4445	102	25
Syre		1531320107133721	Facebook	kalmar_county_SE	Kalmar County, Sweden	48	1	16147	4094	211	60
Svenska kyrkans internationella arbete		197334613725511	Facebook	kalmar_county_SE	Kalmar County, Sweden	6	1	15670	5922	145	28
Kialo		729627343834501	Facebook	kalmar_county_SE	Kalmar County, Sweden	278	1	14645	5679	112	31
Valmyndigheten		1737852076287450	Facebook	kalmar_county_SE	Kalmar County, Sweden	1	1	14230	5692	131	26
Jörgen Warborn EU-kandidat		56002955332	Facebook	kalmar_county_SE	Kalmar County, Sweden	36	1	13583	4567	235	54
Växjö Småland Airport		312047945536785	Facebook	kalmar_county_SE	Kalmar County, Sweden	2	1	13560	2712	12	2
Said till Europaparlamentet		1509050235995572	Facebook	kalmar_county_SE	Kalmar County, Sweden	22	1	12940	3487	111	25
Socialdemokraterna i Oskarshamns kommun	Socialdemokraterna i Oskarshamns kommun	273269576169760	Facebook	kalmar_county_SE	Kalmar County, Sweden	6	1	12921	1820	51	0
WaterAid Sverige		175843834306	Facebook	kalmar_county_SE	Kalmar County, Sweden	6	1	12512	4696	56	20
SOS Barnbyar		133536819999319	Facebook	kalmar_county_SE	Kalmar County, Sweden	1	1	12498	4999	115	23
LRF		261455205686	Facebook	kalmar_county_SE	Kalmar County, Sweden	9	1	12371	4025	78	16
Stryktipset - Svenska Spel Sport & Casino		310136262442458	Facebook	kalmar_county_SE	Kalmar County, Sweden	1	1	12309	4923	113	22
Abir till Bryssel	Nyberg Claes Otto	252516142116820	Facebook	kalmar_county_SE	Kalmar County, Sweden	34	1	11828	3887	107	26
Anna Maria Corazza Bildt		69490331421	Facebook	kalmar_county_SE	Kalmar County, Sweden	20	1	11783	3449	118	27
Henrik Sundström - M		180745369170	Facebook	kalmar_county_SE	Kalmar County, Sweden	32	1	11516	2708	74	20
Fossilfritt Sverige	Fossilfritt Sverige	1845878962347273	Facebook	kalmar_county_SE	Kalmar County, Sweden	32	1	11420	3269	85	20
Emma Wiesner		653072158104424	Facebook	kalmar_county_SE	Kalmar County, Sweden	68	1	11375	2965	127	34
Vänsterpartiet	Vänsterpartiet	323156205347	Facebook	kalmar_county_SE	Kalmar County, Sweden	40	1	11348	3038	38	8
Kristdemokraterna Oskarshamn		189403081262273	Facebook	kalmar_county_SE	Kalmar County, Sweden	1	1	9978	4989	462	92
Magnus Thulin - Centerpartiet	Thulin Magnus Nils Oscar	161302754576832	Facebook	kalmar_county_SE	Kalmar County, Sweden	11	1	9675	391	102	14
Johan Nissinen		429354810518636	Facebook	kalmar_county_SE	Kalmar County, Sweden	6	1	9356	4374	185	39
FPlus – nyhetstjänsten för företagsamma		130927360876045	Facebook	kalmar_county_SE	Kalmar County, Sweden	18	1	8206	1817	66	14
Roland Utbult		124683600889658	Facebook	kalmar_county_SE	Kalmar County, Sweden	6	1	7915	2648	69	20
Slöseriombudsmannen	Skattebetalarna	408171019221426	Facebook	kalmar_county_SE	Kalmar County, Sweden	38	1	7702	2715	37	7
Operation Smile Sverige	Operation Smile Sverige	161213770567846	Facebook	kalmar_county_SE	Kalmar County, Sweden	6	1	7564	1512	51	11
Dungeon Defenders		107960282569653	Facebook	kalmar_county_SE	Kalmar County, Sweden	172	1	7416	2767	40	5
