advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	100k_200k	100k - 200k	127	1	25399873	12700000	109796	32259
Podemos	Unidas Podemos	269212336568846	Facebook	100k_200k	100k - 200k	68	1	13599932	6800000	62432	24200
Kialo		729627343834501	Facebook	100k_200k	100k - 200k	62	1	12399938	6200000	77050	23465
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	100k_200k	100k - 200k	47	1	9399953	4700000	110920	26615
The Labour Party	The Labour Party	25749647410	Facebook	100k_200k	100k - 200k	41	1	8199959	4100000	54919	17242
Partido Popular	Partido Popular	72249031214	Facebook	100k_200k	100k - 200k	40	1	7999960	4000000	37460	12600
People's Vote UK	People's Vote	748608695327755	Facebook	100k_200k	100k - 200k	34	1	6799966	3400000	94850	23490
Conservatives	The Conservative Party	8807334278	Facebook	100k_200k	100k - 200k	30	1	5999970	3000000	47178	15622
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	100k_200k	100k - 200k	27	1	5399973	2700000	14473	3500
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	100k_200k	100k - 200k	27	1	5399973	2700000	32948	10761
PSOE	PSOE	189318235003	Facebook	100k_200k	100k - 200k	27	1	5399973	2700000	15273	4800
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	100k_200k	100k - 200k	26	1	5199974	2600000	22160	4748
38 Degrees	38 Degrees	200006375787	Facebook	100k_200k	100k - 200k	24	1	4799976	2400000	15710	4513
We are the 52%	We are the 52%	466744973727718	Facebook	100k_200k	100k - 200k	24	1	4799976	2400000	13858	2777
Fidesz	Fidesz	9844779306	Facebook	100k_200k	100k - 200k	23	1	4599977	2300000	15166	7428
Best For Britain	Best for Britain	1863944713844924	Facebook	100k_200k	100k - 200k	22	1	4399978	2200000	80399	19209
sp.a	sp.a	57253967150	Facebook	100k_200k	100k - 200k	21	1	4199979	2100000	17479	5000
Ciudadanos	Ciudadanos	74078667754	Facebook	100k_200k	100k - 200k	21	1	4199979	2100000	28979	8800
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	100k_200k	100k - 200k	20	1	3999980	2000000	10480	2400
Greenpeace France		39435457457	Facebook	100k_200k	100k - 200k	20	1	3999980	2000000	21980	6200
Britain's Future	Britain's Future	1625300137516491	Facebook	100k_200k	100k - 200k	20	1	3999980	2000000	12127	2777
Greenpeace Deutschland		22541752487	Facebook	100k_200k	100k - 200k	16	1	3199984	1600000	8584	2300
Kyriakos Mitsotakis		34848567724	Facebook	100k_200k	100k - 200k	15	1	2999985	1500000	7485	1500
Esquerra Republicana de Catalunya	Esquerra Republicana de Catalunya	150234575797	Facebook	100k_200k	100k - 200k	15	1	2999985	1500000	7485	1500
Greenpeace Italia	Greenpeace Italia	35346524498	Facebook	100k_200k	100k - 200k	14	1	2799986	1400000	7086	1700
Partidul Naţional Liberal		181375448581167	Facebook	100k_200k	100k - 200k	14	1	2799986	1400000	6825	1743
HC Strache	FPÖ	74865038590	Facebook	100k_200k	100k - 200k	14	1	2799986	1400000	20986	7200
Romania #nuepsd	Future Innovation	293215748279337	Facebook	100k_200k	100k - 200k	14	1	2799986	1400000	2938	1470
Dungeon Defenders		107960282569653	Facebook	100k_200k	100k - 200k	14	1	2799986	1400000	6040	1691
Uniunea Salvați România - USR	Uniunea Salvați România - USR	1058116737612843	Facebook	100k_200k	100k - 200k	13	1	2599987	1300000	11973	2521
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	100k_200k	100k - 200k	13	1	2599987	1300000	28487	8100
Harald Vilimsky	FPÖ	547597092025909	Facebook	100k_200k	100k - 200k	13	1	2599987	1300000	14487	5000
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	100k_200k	100k - 200k	13	1	2599987	1300000	11132	2416
European Greens		141366725876424	Facebook	100k_200k	100k - 200k	13	1	2599987	1300000	18987	5900
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	100k_200k	100k - 200k	12	1	2399988	1200000	7588	2700
Plan International Sverige		382243262003	Facebook	100k_200k	100k - 200k	12	1	2399988	1200000	32411	7593
PSC Partit dels  Socialistes de Catalunya	PSC Partit dels  Socialistes de Catalunya	87930687376	Facebook	100k_200k	100k - 200k	12	1	2399988	1200000	8988	3600
Un país moderno	Unidas Podemos	577723459314066	Facebook	100k_200k	100k - 200k	12	1	2399988	1200000	6588	1900
Sosialidemokraatit SDP		108945982480217	Facebook	100k_200k	100k - 200k	11	1	2199989	1100000	10989	2800
Partito Democratico		77034286895	Facebook	100k_200k	100k - 200k	11	1	2199989	1100000	5989	1500
România în primul rând	Future Innovation	770704223323599	Facebook	100k_200k	100k - 200k	11	1	2199989	1100000	2834	1008
The Brexit Party	The Brexit Party	230416667843105	Facebook	100k_200k	100k - 200k	11	1	2199989	1100000	45117	10414
Podem	Unides Podem-Esquerra Unida	792238440859918	Facebook	100k_200k	100k - 200k	11	1	2199989	1100000	8989	3900
Klang der Solidarität		385076005313967	Facebook	100k_200k	100k - 200k	11	1	2199989	1100000	4262	1068
Rädda Barnen		72659261793	Facebook	100k_200k	100k - 200k	11	1	2199989	1100000	26392	5556
Nemzeti Televízió	Alfahír Hírportál	164061553749320	Facebook	100k_200k	100k - 200k	10	1	1999990	1000000	3249	1485
SPD	SPD	47930567748	Facebook	100k_200k	100k - 200k	10	1	1999990	1000000	28990	6700
Fără Penali în Funcții Publice	Uniunea Salvați România - USR	275621429636078	Facebook	100k_200k	100k - 200k	10	1	1999990	1000000	7141	1680
Europees Parlement Nederland		270788920480	Facebook	100k_200k	100k - 200k	10	1	1999990	1000000	21990	6500
Banque mondiale		155174084508744	Facebook	100k_200k	100k - 200k	10	1	1999990	1000000	1593	178
SPÖ	SPÖ	77393060080	Facebook	100k_200k	100k - 200k	9	1	1799991	900000	6491	2500
Vlaams Belang	Vlaams Belang	56605856504	Facebook	100k_200k	100k - 200k	9	1	1799991	900000	24991	6500
Open Vld	Open Vld	53668151866	Facebook	100k_200k	100k - 200k	8	1	1599992	800000	5992	2400
TheArticle	TheArticle	607840469632004	Facebook	100k_200k	100k - 200k	8	1	1599992	800000	21398	4975
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	100k_200k	100k - 200k	8	1	1599992	800000	6654	2816
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	100k_200k	100k - 200k	8	1	1599992	800000	3095	1454
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	100k_200k	100k - 200k	8	1	1599992	800000	3992	800
PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	100k_200k	100k - 200k	8	1	1599992	800000	8492	1700
Lilian Marijnissen	SP	844559615710915	Facebook	100k_200k	100k - 200k	8	1	1599992	800000	5492	2000
Mónica Oltra	Compromís	81107269227	Facebook	100k_200k	100k - 200k	8	1	1599992	800000	4492	1200
Vattenfall Sverige		608975645850217	Facebook	100k_200k	100k - 200k	8	1	1599992	800000	37042	7408
European Commission		107898832590939	Facebook	100k_200k	100k - 200k	8	1	1599992	800000	4492	1200
Médecins du Monde France		265420476920	Facebook	100k_200k	100k - 200k	8	1	1599992	800000	6492	2800
Dobrev Klára	Demokratikus Koalíció	1880809845328535	Facebook	100k_200k	100k - 200k	7	1	1399993	700000	1392	464
Thodoris Kalabokis	Thodoris Kalabokis	311791572779718	Facebook	100k_200k	100k - 200k	7	1	1399993	700000	3493	700
Platforma Obywatelska	KKW Koalicja Europejska PO PSL SLD .N Zieloni	102931488739	Facebook	100k_200k	100k - 200k	7	1	1399993	700000	6279	1395
SP	SP	128393027527	Facebook	100k_200k	100k - 200k	7	1	1399993	700000	21993	4700
Fundación Anesvad	Jose Manuel Bran Garcia	131231529742	Facebook	100k_200k	100k - 200k	7	1	1399993	700000	3993	1100
Amnesty International UK		7624294394	Facebook	100k_200k	100k - 200k	7	1	1399993	700000	8092	4050
Le HCR, l'Agence des Nations Unies pour les Réfugiés		112542522148670	Facebook	100k_200k	100k - 200k	7	1	1399993	700000	3993	1100
kontrast.at	kontrast.at	1079650008770485	Facebook	100k_200k	100k - 200k	6	1	1199994	600000	5494	2600
Alex Salmond	Slainte Media	136191876445102	Facebook	100k_200k	100k - 200k	6	1	1199994	600000	3464	694
FDP	FDP	21289227249	Facebook	100k_200k	100k - 200k	6	1	1199994	600000	3494	1000
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	100k_200k	100k - 200k	6	1	1199994	600000	2994	600
Vytenis Andriukaitis	Vytenis Andriukaitis	1651554231738028	Facebook	100k_200k	100k - 200k	6	1	1199994	600000	994	100
Departamentul pentru Agricultură și Dezvoltare Rurală al PSD	Partidul Social Democrat	339365506708219	Facebook	100k_200k	100k - 200k	6	1	1199994	600000	1679	399
Campact e.V.		82734241364	Facebook	100k_200k	100k - 200k	6	1	1199994	600000	4494	1800
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	100k_200k	100k - 200k	6	1	1199994	600000	928	185
Save the Children Italia		46590675335	Facebook	100k_200k	100k - 200k	6	1	1199994	600000	4494	1800
Guardian Weekly		64525551258	Facebook	100k_200k	100k - 200k	6	1	1199994	600000	4043	1157
En Comú Podem	En Comú Podem	463627663844039	Facebook	100k_200k	100k - 200k	6	1	1199994	600000	3494	1000
Junts per Catalunya	Junts per Catalunya	386166375144833	Facebook	100k_200k	100k - 200k	6	1	1199994	600000	2994	600
London Labour Party	The London Labour Party 	474613052643462	Facebook	100k_200k	100k - 200k	6	1	1199994	600000	24294	4860
Europäisches Parlament Österreich		124468054313069	Facebook	100k_200k	100k - 200k	6	1	1199994	600000	4494	1800
Greens/EFA in the European Parliament		150527751674751	Facebook	100k_200k	100k - 200k	6	1	1199994	600000	2754	801
Humble Household		1746853745395190	Facebook	100k_200k	100k - 200k	6	1	1199994	600000	17247	3649
The Week UK	The Week	177855115588808	Facebook	100k_200k	100k - 200k	6	1	1199994	600000	4043	1157
Andreas Schieder	SPÖ	290881691011354	Facebook	100k_200k	100k - 200k	5	1	999995	500000	8995	3000
Change UK - The Independent Group	The Independent Group (TIG) Ltd, company number 11770529, a registered company in England and Wales.	395151614382309	Facebook	100k_200k	100k - 200k	5	1	999995	500000	24295	5207
Make.org	Make.org	122037308191612	Facebook	100k_200k	100k - 200k	5	1	999995	500000	12495	3100
Giorgos Patoulis	Georgios Patoulis	668804566601196	Facebook	100k_200k	100k - 200k	5	1	999995	500000	1695	300
Πέτρος Κόκκαλης - Petros Kokkalis	Πέτρος Κόκκαλης - Petros Kokkalis	234040963454964	Facebook	100k_200k	100k - 200k	5	1	999995	500000	2495	500
Peter Mertens	PVDA	236485149843971	Facebook	100k_200k	100k - 200k	5	1	999995	500000	4495	2100
Ανεξάρτητοι 'Ελληνες	Start Business Hellas	343233902394715	Facebook	100k_200k	100k - 200k	5	1	999995	500000	2095	400
Compromís	Compromís	194053080624605	Facebook	100k_200k	100k - 200k	5	1	999995	500000	2995	900
Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	353868374653514	Facebook	100k_200k	100k - 200k	5	1	999995	500000	2095	400
Wacky Politicians	Ladbrokes Belgium	325449998160769	Facebook	100k_200k	100k - 200k	5	1	999995	500000	2095	400
Feministiskt initiativ	Feministiskt initiativ	112513375470294	Facebook	100k_200k	100k - 200k	5	1	999995	500000	4629	2315
Referendum Commission		580832208630212	Facebook	100k_200k	100k - 200k	5	1	999995	500000	11995	2700
Joe Sammut		433245190070343	Facebook	100k_200k	100k - 200k	5	1	999995	500000	2495	500
Greenpeace Magyarország		35634348348	Facebook	100k_200k	100k - 200k	5	1	999995	500000	1695	300
Stichting Vluchteling		120034538112114	Facebook	100k_200k	100k - 200k	5	1	999995	500000	24995	5000
EPP - European People's Party		48034275355	Facebook	100k_200k	100k - 200k	5	1	999995	500000	3495	1300
ecoFuture & E.ON Energy Globe		104654572907664	Facebook	100k_200k	100k - 200k	5	1	999995	500000	1695	300
eToro		193863317737	Facebook	100k_200k	100k - 200k	5	1	999995	500000	2220	445
Lingokids		497983453648415	Facebook	100k_200k	100k - 200k	5	1	999995	500000	1508	267
Dan Lok		998837360158985	Facebook	100k_200k	100k - 200k	5	1	999995	500000	22248	4450
VB - nos gens d'abord	Vlaams Belang	816130908786112	Facebook	100k_200k	100k - 200k	4	1	799996	400000	7996	2500
Avaaz	Avaaz	8340223883	Facebook	100k_200k	100k - 200k	4	1	799996	400000	2309	462
Gazeta Wyborcza		63563473556	Facebook	100k_200k	100k - 200k	4	1	799996	400000	813	372
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	100k_200k	100k - 200k	4	1	799996	400000	2496	800
DIE LINKE	DIE LINKE	47694585682	Facebook	100k_200k	100k - 200k	4	1	799996	400000	1996	400
Claudia Gamon	NEOS	447992848717452	Facebook	100k_200k	100k - 200k	4	1	799996	400000	2496	800
Vlaams Belang Brussel	Vlaams Belang	499682940133305	Facebook	100k_200k	100k - 200k	4	1	799996	400000	19996	4000
MSZP	MSZP	115388925185513	Facebook	100k_200k	100k - 200k	4	1	799996	400000	928	371
