advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SPD	SPD	47930567748	Facebook	0_1k	0 - 1k	4599	1	4594400	0	455301	0
PSOE Aragón	PSOE Aragón	170970449608409	Facebook	0_1k	0 - 1k	2560	1	2557440	0	253440	0
Ciudadanos	Ciudadanos	74078667754	Facebook	0_1k	0 - 1k	2467	1	2464533	0	244233	0
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	0_1k	0 - 1k	2323	1	2320676	0	266127	0
Conservatives	The Conservative Party	8807334278	Facebook	0_1k	0 - 1k	1413	1	1411586	0	161875	0
Partido Popular	Partido Popular	72249031214	Facebook	0_1k	0 - 1k	1174	1	1172825	0	116226	0
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	0_1k	0 - 1k	1166	1	1164833	0	133579	0
Britain's Future	Britain's Future	1625300137516491	Facebook	0_1k	0 - 1k	1037	1	1035962	0	118800	0
People's Vote UK	People's Vote	748608695327755	Facebook	0_1k	0 - 1k	1028	1	1026971	0	117769	0
CDU	CDU	78502295414	Facebook	0_1k	0 - 1k	1021	1	1019978	0	101079	0
Magyar Közösség Pártja	Magyar Közösség Pártja	259594940734093	Facebook	0_1k	0 - 1k	984	1	983016	0	97416	0
Médecins du Monde France		265420476920	Facebook	0_1k	0 - 1k	741	1	740258	0	73315	0
Verband der Chemischen Industrie e.V.	Chemie Wirtschaftsförderungs GmbH	921326477983554	Facebook	0_1k	0 - 1k	712	1	711287	0	70488	0
Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	0_1k	0 - 1k	661	1	660338	0	65438	0
McCabe 4 Mayor	John Mccabe	564061654107377	Facebook	0_1k	0 - 1k	655	1	654344	0	75037	0
RefugiadosSOS		550220551831041	Facebook	0_1k	0 - 1k	552	1	551447	0	54647	0
ČSSD	ČSSD	111041662264882	Facebook	0_1k	0 - 1k	490	1	489509	0	2973	272
Primavera Sound	Influence Digital Ltd	156656398155	Facebook	0_1k	0 - 1k	422	1	421577	0	48345	0
Mundo Sin Fronteras		764047283950662	Facebook	0_1k	0 - 1k	416	1	415583	0	41184	0
Peter Mertens	PVDA	236485149843971	Facebook	0_1k	0 - 1k	402	1	401597	0	39798	0
Best For Britain	Best for Britain	1863944713844924	Facebook	0_1k	0 - 1k	395	1	394604	0	45251	0
Liberal Alliance	Liberal Alliance	106952222676974	Facebook	0_1k	0 - 1k	380	1	379619	0	5037	0
FDP	FDP	21289227249	Facebook	0_1k	0 - 1k	362	1	361637	0	35838	0
Initiative Neue Soziale Marktwirtschaft (INSM)	Initiative Neue Soziale Marktwirtschaft (INSM)	121678260974	Facebook	0_1k	0 - 1k	344	1	343655	0	34056	0
Global Justice Now	Global Justice Now	6707857033	Facebook	0_1k	0 - 1k	328	1	327671	0	37576	0
