country_code_filter	country_name_filter	audience_code	audience_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SE	Sweden	f25_34	female (25-34)	9374	1790	20487908	6989680	168491	41400
SE	Sweden	f35_44	female (35-44)	9387	1768	17913057	5961744	151508	37032
SE	Sweden	m25_34	male (25-34)	8739	1741	16601396	5745680	133213	32776
SE	Sweden	f45_54	female (45-54)	8993	1727	15210788	5015351	131581	32147
SE	Sweden	m18_24	male (18-24)	7512	1588	14227979	5046240	114130	28735
SE	Sweden	f65_	female (65+)	7113	1486	13552142	4506215	131468	33628
SE	Sweden	m35_44	male (35-44)	8802	1715	12580365	4202863	99466	24134
SE	Sweden	m45_54	male (45-54)	8357	1668	12054847	3993282	103698	25259
SE	Sweden	f18_24	female (18-24)	7847	1627	11902575	4169786	88405	22384
SE	Sweden	f55_64	female (55-64)	8002	1626	11191691	3576369	101711	25335
SE	Sweden	m65_	male (65+)	6825	1450	9910517	3289170	102091	25708
SE	Sweden	m55_64	male (55-64)	7537	1582	9183366	2974914	87480	21588
SE	Sweden	f13_17	female (13-17)	1197	352	1484923	511402	8290	1993
SE	Sweden	m13_17	male (13-17)	1196	328	942484	329915	5674	1264
SE	Sweden	u35_44	unknown (35-44)	7234	1518	648315	216930	5088	1205
SE	Sweden	u25_34	unknown (25-34)	6899	1489	530615	181231	4069	977
SE	Sweden	u45_54	unknown (45-54)	6771	1460	435069	144051	3663	875
SE	Sweden	u55_64	unknown (55-64)	5716	1330	253748	81426	2347	572
SE	Sweden	u65_	unknown (65+)	5361	1239	237069	76459	2327	556
SE	Sweden	u18_24	unknown (18-24)	4973	1170	119787	40584	933	227
SE	Sweden	u13_17	unknown (13-17)	699	264	11260	3916	67	15
