day_code_filter	day_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d118	2019-04-28	HR	Croatia	European Parliament		178362315106	Facebook	7	1	924996	424999	3670	734
d118	2019-04-28	HR	Croatia	Eclectica		1379977375431894	Facebook	1	1	249999	125000	1112	222
d118	2019-04-28	HR	Croatia	GLAS Građansko-liberalni savez	GLAS Građansko-liberalni savez	231052047413325	Facebook	3	1	124999	44999	132	17
d118	2019-04-28	HR	Croatia	MOST nezavisnih lista	MOST nezavisnih lista	388550077899912	Facebook	23	1	83634	23945	320	21
d118	2019-04-28	HR	Croatia	Karlo Ressler	HDZ - Hrvatska demokratska zajednica	272201060331942	Facebook	6	1	59164	12833	167	0
d118	2019-04-28	HR	Croatia	Valter Flego	Valter Flego	441675022557503	Facebook	4	1	31796	6309	196	29
d118	2019-04-28	HR	Croatia	Domagoj Maroević	HDZ - Hrvatska demokratska zajednica	377283356332665	Facebook	2	1	26666	5333	46	0
d118	2019-04-28	HR	Croatia	Željana Zovko		1203134436474667	Facebook	7	1	19696	5212	79	0
d118	2019-04-28	HR	Croatia	Dr. sc. Tomislav Sokol	HDZ - Hrvatska demokratska zajednica	136900153422435	Facebook	2	1	18598	9174	47	8
d118	2019-04-28	HR	Croatia	Ivana Nikolić Popović	Nikolić Popović Ivana	160505204050427	Facebook	2	1	17666	3533	46	0
d118	2019-04-28	HR	Croatia	Stjepan Ribić	HDZ - Hrvatska demokratska zajednica	451335681696047	Facebook	3	1	15333	6805	65	11
d118	2019-04-28	HR	Croatia	Ruža Tomašić		1434305366791182	Facebook	1	1	14285	7142	12	0
d118	2019-04-28	HR	Croatia	HKS - Hrvatska konzervativna stranka	HKS - Hrvatska konzervativna stranka	789855157727222	Facebook	2	1	13332	4166	58	0
d118	2019-04-28	HR	Croatia	Kialo		729627343834501	Facebook	13	1	12693	3470	51	8
d118	2019-04-28	HR	Croatia	Marijana Balić	HDZ - Hrvatska demokratska zajednica	1274752085892321	Facebook	1	1	12499	2499	22	0
d118	2019-04-28	HR	Croatia	Zoran Bahtijarević		2195720960680577	Facebook	4	1	11575	4998	30	5
d118	2019-04-28	HR	Croatia	Nova ljevica	Markovina Dragan	706769699498076	Facebook	5	1	5277	1888	68	0
d118	2019-04-28	HR	Croatia	Cecilia Malmström		258966159416	Facebook	1	1	5201	2080	10	5
d118	2019-04-28	HR	Croatia	Electrolux Hrvatska		1229501663771543	Facebook	2	1	4750	2375	3	0
d118	2019-04-28	HR	Croatia	Ivan Lovrinović		941907929204784	Facebook	1	1	4545	909	8	0
d118	2019-04-28	HR	Croatia	Mreža Antifašistkinja Zagreba		787731051321372	Facebook	1	1	4545	909	8	0
d118	2019-04-28	HR	Croatia	Neovisni za Hrvatsku NHR - Sesvete		537156370085526	Facebook	1	1	4545	909	8	0
d118	2019-04-28	HR	Croatia	Jozo Radoš	Jozo Radoš	446717938731095	Facebook	2	1	3124	1375	37	0
d118	2019-04-28	HR	Croatia	Medjimurje.info	Taradi Gorkic	948966671820077	Facebook	3	1	2747	1237	28	0
d118	2019-04-28	HR	Croatia	Gong	Gong	135611546456409	Facebook	2	1	2666	1333	23	0
d118	2019-04-28	HR	Croatia	Faktograf.hr	Faktograf.hr	1487935214842281	Facebook	1	1	2499	1249	22	0
d118	2019-04-28	HR	Croatia	Russian Embassy		451814155349320	Facebook	1	1	1249	250	22	0
d118	2019-04-28	HR	Croatia	INA		258640607530666	Facebook	1	1	1218	243	2	0
d118	2019-04-28	HR	Croatia	UNICEF Europe & Central Asia		373536278864	Facebook	1	1	1050	420	0	0
d118	2019-04-28	HR	Croatia	Guardian Weekly		64525551258	Facebook	4	1	953	387	1	0
d118	2019-04-28	HR	Croatia	SDP Hrvatske	SDP Hrvatske	129634970518	Facebook	2	1	937	375	11	0
d118	2019-04-28	HR	Croatia	Pametno Varaždin	Carev Dario	1814540012096003	Facebook	1	1	833	166	14	0
d118	2019-04-28	HR	Croatia	Green Economy Congress		345051752533606	Facebook	1	1	510	102	10	0
d118	2019-04-28	HR	Croatia	Gorkić Taradi - Konobar s olovkom	Taradi Gorkic	1596258860660764	Facebook	1	1	476	238	4	0
d118	2019-04-28	HR	Croatia	HRAST-Stenjevec		1024599217741524	Facebook	1	1	166	0	14	0
d118	2019-04-28	HR	Croatia	Deutschland.de		31292782350	Facebook	9	1	133	26	0	0
d118	2019-04-28	HR	Croatia	Climate-KIC		403370709744295	Facebook	1	1	99	49	0	0
d118	2019-04-28	HR	Croatia	ETUC		129041250601685	Facebook	1	1	68	34	0	0
d118	2019-04-28	HR	Croatia	TaxEduportal		828411763950694	Facebook	1	1	56	11	0	0
