country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
DK	Denmark	f	female	10067	1512	61584146	19722413	582802	142358
DK	Denmark	m	male	9873	1459	61681943	18729350	551338	131363
DK	Denmark	u	unknown	8556	1396	979893	302246	9323	2183
