gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	DK	Denmark	Venstre, Danmarks Liberale Parti		21465928829	Facebook	380	1	5585768	1918181	39623	10340
f	female	DK	Denmark	European Parliament		178362315106	Facebook	81	1	3024381	1277776	25256	5723
f	female	DK	Denmark	Red Barnet		67571270393	Facebook	67	1	2287568	810448	38873	9993
f	female	DK	Denmark	Lizette Risgaard		547601668763372	Facebook	71	1	1856038	755197	21042	5400
f	female	DK	Denmark	Socialdemokratiet	Socialdemokratiet	41459763029	Facebook	107	1	1667467	560975	18590	4992
f	female	DK	Denmark	Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	144	1	1472040	524830	22206	6298
f	female	DK	Denmark	Liberal Alliance	Liberal Alliance	106952222676974	Facebook	437	1	1078122	255938	9779	2318
f	female	DK	Denmark	SF	SF	74796954245	Facebook	46	1	1062759	292223	9902	2650
f	female	DK	Denmark	World Animal Protection Danmark		33588644626	Facebook	5	1	949112	392096	11390	2540
f	female	DK	Denmark	Pia Olsen Dyhr	SF	49348971479	Facebook	53	1	882851	284493	7482	2014
f	female	DK	Denmark	Morten Dahlin	Morten Dahlin	577345799101307	Facebook	178	1	824663	198430	3032	507
f	female	DK	Denmark	Pernille Weiss	Det Konservative Folkeparti	2071183673144991	Facebook	30	1	821916	323544	11188	3006
f	female	DK	Denmark	SE Energi & Klima		169900309711559	Facebook	43	1	724133	251814	4455	1242
f	female	DK	Denmark	Røde Kors		65929129383	Facebook	26	1	717104	173732	7610	2428
f	female	DK	Denmark	Dansk Folkeparti	Dansk Folkeparti	520449347983427	Facebook	12	1	711581	304195	7893	2392
f	female	DK	Denmark	Søren Pape Poulsen	Søren Pape Poulsen	952334508116178	Facebook	22	1	690921	254213	10429	3350
f	female	DK	Denmark	Folkekirkens Nødhjælp		276770505228	Facebook	78	1	652488	165562	4377	1014
f	female	DK	Denmark	Mona Juul	Mona Juul	2079067062409423	Facebook	76	1	612571	178512	5081	1075
f	female	DK	Denmark	Danske Medier	Danske Medier	300107073389986	Facebook	47	1	607728	186231	2713	706
f	female	DK	Denmark	Enhedslisten	Enhedslisten	223040066022	Facebook	22	1	497321	149623	3261	993
f	female	DK	Denmark	Mette Frederiksen	Socialdemokratiet	57497067718	Facebook	17	1	494829	166399	5187	1373
f	female	DK	Denmark	Mellemfolkeligt Samvirke	Mellemfolkeligt Samvirke	5624899398	Facebook	87	1	488439	115642	4156	1081
f	female	DK	Denmark	En grønnere planet		301647537160818	Facebook	47	1	474650	127195	4509	1158
f	female	DK	Denmark	Sex og Samfund		250994288337708	Facebook	4	1	472306	221154	12127	2425
f	female	DK	Denmark	Simple Feast		571176036346620	Facebook	28	1	414172	91882	5275	748
