gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	IT	Italy	17263	4836	202019840	74277224	1051858	117997
m	male	IT	Italy	16704	4744	234394302	84379697	1209802	123840
u	unknown	IT	Italy	14341	4312	1280940	465853	7039	822
