impression_code	impression_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_1k	0 - 1k	MT	Malta	516	174	140054	0	13563	2
1k_5k	1k - 5k	MT	Malta	1082	255	3105471	621218	61142	9
5k_10k	5k - 10k	MT	Malta	593	193	3506029	1753190	34494	16
10k_50k	10k - 50k	MT	Malta	893	272	14464050	2892868	37654	2319
50k_100k	50k - 100k	MT	Malta	263	115	4630376	2315211	21051	4160
100k_200k	100k - 200k	MT	Malta	158	72	3875342	1937681	9257	1869
200k_500k	200k - 500k	MT	Malta	152	73	2470810	988326	14270	3233
500k_1m	500k - 1m	MT	Malta	72	36	1339842	669922	6663	1382
