recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-16	2019-05-16	AT	Austria	4550	205	6456052	1885881	80943	6976
rd2	Last 2 days	2019-05-15	2019-05-16	AT	Austria	4718	222	13772187	4055875	170986	15463
rd3	Last 3 days	2019-05-14	2019-05-16	AT	Austria	4819	233	20853148	6244175	246305	24001
rd4	Last 4 days	2019-05-13	2019-05-16	AT	Austria	4934	241	28223598	8631901	316655	32098
rd5	Last 5 days	2019-05-12	2019-05-16	AT	Austria	5310	250	34290092	10643900	379275	40139
rd6	Last 6 days	2019-05-11	2019-05-16	AT	Austria	5418	260	41115709	12849023	444853	48393
rw1	Last week	2019-05-10	2019-05-16	AT	Austria	5515	266	47356751	14924696	506291	56197
rw2	Last 2 weeks	2019-05-03	2019-05-16	AT	Austria	6356	331	83693037	27442156	851940	106422
rw3	Last 3 weeks	2019-04-26	2019-05-16	AT	Austria	7769	431	116449878	39141033	1153160	156588
rw4	Last 4 weeks	2019-04-19	2019-05-16	AT	Austria	8249	523	132390929	44700517	1293220	177514
rm1	Last month	2019-04-17	2019-05-16	AT	Austria	8356	555	135339621	45724773	1316148	181097
rm2	Last 2 months	2019-03-18	2019-05-16	AT	Austria	10986	1218	167877257	56979922	1585894	218665
rm3	Last 3 months	2019-02-16	2019-05-16	AT	Austria	11676	1335	177874559	60647605	1674103	231065
rm6	Last 6 months	2019-01-01	2019-05-16	AT	Austria	12026	1386	183542510	62625634	1726482	238794
