region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
alba_county	Alba County	RO	Romania	2930	631	1289349	511399	2377	427
arad_county	Arad County	RO	Romania	3114	674	1870625	651485	4435	840
arges_county	Argeș County	RO	Romania	2922	650	595128	264867	1190	222
bacau_county	Bacău County	RO	Romania	3031	661	1299586	374760	2247	432
bihor_county	Bihor County	RO	Romania	3169	675	1392587	479533	2651	328
bistrita_nasaud_county	Bistrița-Năsăud County	RO	Romania	2792	595	666516	173052	842	95
botosani_county	Botoșani County	RO	Romania	2713	597	240846	86631	568	70
brasov_county	Brașov County	RO	Romania	3212	697	1199870	419052	2345	353
braila_county	Brăila County	RO	Romania	2761	597	432592	169027	909	187
bucharest	Bucharest	RO	Romania	4100	886	17183685	6831158	37629	8410
buzau_county	Buzău County	RO	Romania	2743	599	940765	407422	2368	615
caras_severin_county	Caraș-Severin County	RO	Romania	2761	605	675375	230047	1424	169
cluj_county	Cluj County	RO	Romania	3526	761	2989807	1222718	9296	1823
constanta_county	Constanța County	RO	Romania	3140	691	1822615	644668	3125	525
covasna_county	Covasna County	RO	Romania	2794	590	604230	232196	786	178
calarasi_county	Călărași County	RO	Romania	2515	566	316217	134803	547	137
dolj_county	Dolj County	RO	Romania	3017	647	2147669	760610	3521	847
dambovita_county	Dâmbovița County	RO	Romania	2744	614	458991	185057	665	170
galati_county	Galați County	RO	Romania	3040	670	2264297	915327	8978	2037
giurgiu_county	Giurgiu County	RO	Romania	2464	544	317430	83350	924	25
gorj_county	Gorj County	RO	Romania	2656	582	1014803	354854	1880	409
harghita_county	Harghita County	RO	Romania	2882	601	1564149	448038	2013	222
hunedoara_county	Hunedoara County	RO	Romania	2940	639	973292	377679	1801	422
ialomita_county	Ialomița County	RO	Romania	2561	578	319070	135228	486	118
iasi_county	Iași County	RO	Romania	3289	732	2106876	700890	3916	634
ilfov_county	Ilfov County	RO	Romania	2452	544	264958	102575	467	74
maramures_county	Maramureș County	RO	Romania	3006	673	1258245	405742	3482	515
mehedinti_county	Mehedinți County	RO	Romania	2614	574	785814	254113	1760	274
mures_county	Mureș County	RO	Romania	3151	681	2074802	783504	2772	524
neamt_county	Neamț County	RO	Romania	2837	623	758318	343322	1909	390
