impression_code	impression_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_1k	0 - 1k	LT	Lithuania	400	158	165657	0	16226	0
1k_5k	1k - 5k	LT	Lithuania	702	260	1306854	261423	25637	13
5k_10k	5k - 10k	LT	Lithuania	388	183	1325542	662837	13040	10
10k_50k	10k - 50k	LT	Lithuania	903	279	13617848	2723624	32116	1332
50k_100k	50k - 100k	LT	Lithuania	273	113	6482193	3241129	20902	3670
100k_200k	100k - 200k	LT	Lithuania	192	81	6448143	3224087	14521	3072
200k_500k	200k - 500k	LT	Lithuania	151	60	10727085	4290842	31789	8613
500k_1m	500k - 1m	LT	Lithuania	68	41	5686370	2843188	15998	4221
