spend_code	spend_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_50	0 - 50	LT	Lithuania	2080	583	16377024	4449183	68616	21
50_100	50 - 100	LT	Lithuania	2276	566	387328	133987	2397	271
100_1k	100 - 1k	LT	Lithuania	855	235	19040046	8497587	50667	13543
1k_5k	1k - 5k	LT	Lithuania	90	31	4196175	1914778	30062	6078
5k_10k	5k - 10k	LT	Lithuania	7	6	9023	4511	292	66
10k_50k	10k - 50k	LT	Lithuania	1	1	8340	4170	371	74
