country_code_filter	country_name_filter	week_code	week_label	first_day	last_day	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
DE	Germany	w020	Week 20	2019-05-13	2019-05-13	4673	600	9949017	3022815	102581	6490
DE	Germany	w019	Week 19	2019-05-06	2019-05-12	13015	911	97725452	27720951	1125766	65403
DE	Germany	w018	Week 18	2019-04-29	2019-05-05	10615	912	68494446	19570400	821555	55996
DE	Germany	w017	Week 17	2019-04-22	2019-04-28	4660	868	27625236	8365500	320978	21820
DE	Germany	w016	Week 16	2019-04-15	2019-04-21	4949	1077	32324370	10721902	416452	37855
DE	Germany	w015	Week 15	2019-04-08	2019-04-14	6187	1546	37532903	12014513	520596	43655
DE	Germany	w014	Week 14	2019-04-01	2019-04-07	3304	1389	18332159	5641668	178537	17175
DE	Germany	w013	Week 13	2019-03-25	2019-03-31	3064	1173	21475305	7058845	228853	25025
DE	Germany	w012	Week 12	2019-03-18	2019-03-24	2391	1028	19507588	6896591	181883	26609
DE	Germany	w011	Week 11	2019-03-11	2019-03-17	1574	690	14087916	5148114	130397	21718
DE	Germany	w010	Week 10	2019-03-04	2019-03-10	1293	383	7519876	2772874	55046	6605
DE	Germany	w009	Week 9	2019-02-25	2019-03-03	642	210	4611315	1723998	43260	7219
DE	Germany	w008	Week 8	2019-02-18	2019-02-24	533	181	2564698	914436	23244	3676
DE	Germany	w007	Week 7	2019-02-11	2019-02-17	371	153	2366049	786581	16407	2158
DE	Germany	w006	Week 6	2019-02-04	2019-02-10	307	122	1929025	660960	14062	1267
DE	Germany	w005	Week 5	2019-01-28	2019-02-03	271	107	1263074	472204	8544	1040
DE	Germany	w004	Week 4	2019-01-21	2019-01-27	253	96	2420786	985387	13745	1777
DE	Germany	w003	Week 3	2019-01-14	2019-01-20	217	91	1729021	691651	10837	1755
DE	Germany	w002	Week 2	2019-01-07	2019-01-13	162	77	1095390	378323	6085	969
DE	Germany	w001	Week 1	2019-01-01	2019-01-06	142	60	2852908	1095165	23185	7648
