gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	PT	Portugal	197	38	8423147	3788474	26610	5107
m	male	PT	Portugal	194	37	7267598	3323141	22766	4364
u	unknown	PT	Portugal	186	33	41883	18843	138	26
