recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-26	2019-05-26	BG	Bulgaria	108	31	2531361	1036952	13173	2657
rd2	Last 2 days	2019-05-25	2019-05-26	BG	Bulgaria	158	54	5837272	2335249	27827	5458
rd3	Last 3 days	2019-05-24	2019-05-26	BG	Bulgaria	314	83	13108172	5253495	49366	9391
rd4	Last 4 days	2019-05-23	2019-05-26	BG	Bulgaria	355	84	19151214	7721492	68208	12610
rd5	Last 5 days	2019-05-22	2019-05-26	BG	Bulgaria	400	87	23310805	9491126	82725	15063
rd6	Last 6 days	2019-05-21	2019-05-26	BG	Bulgaria	413	88	25911757	10608745	92464	16793
rw1	Last week	2019-05-20	2019-05-26	BG	Bulgaria	443	91	28218282	11535641	100348	18063
rw2	Last 2 weeks	2019-05-13	2019-05-26	BG	Bulgaria	458	93	30121455	12342028	105906	18871
rw3	Last 3 weeks	2019-05-06	2019-05-26	BG	Bulgaria	458	93	30121455	12342028	105906	18871
rw4	Last 4 weeks	2019-04-29	2019-05-26	BG	Bulgaria	458	93	30121455	12342028	105906	18871
rm1	Last month	2019-04-27	2019-05-26	BG	Bulgaria	458	93	30121455	12342028	105906	18871
rm2	Last 2 months	2019-03-28	2019-05-26	BG	Bulgaria	458	93	30121455	12342028	105906	18871
rm3	Last 3 months	2019-02-26	2019-05-26	BG	Bulgaria	458	93	30121455	12342028	105906	18871
rm6	Last 6 months	2019-01-01	2019-05-26	BG	Bulgaria	458	93	30121455	12342028	105906	18871
