age_code	age_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
13_17	13-17	FR	France	1484	609	7775598	3174650	25496	2670
18_24	18-24	FR	France	9558	2917	62589472	25835608	378826	64480
25_34	25-34	FR	France	13349	3285	63807592	24992671	510689	87010
35_44	35-44	FR	France	13363	3231	49413393	18934081	447506	77323
45_54	45-54	FR	France	12784	3096	39548638	15088986	381904	64955
55_64	55-64	FR	France	11608	2862	29610720	11108327	304513	49944
65_	65+	FR	France	10237	2529	23204076	8574087	240479	37672
