recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-17	2019-05-17	ES	Spain	5225	285	10453056	3613150	114018	6349
rd2	Last 2 days	2019-05-16	2019-05-17	ES	Spain	5357	312	22309210	7718417	236884	13826
rd3	Last 3 days	2019-05-15	2019-05-17	ES	Spain	5508	335	31335676	10786229	330890	19842
rd4	Last 4 days	2019-05-14	2019-05-17	ES	Spain	5714	351	42290677	14710678	423432	25401
rd5	Last 5 days	2019-05-13	2019-05-17	ES	Spain	5965	362	51030261	17907495	496913	29703
rd6	Last 6 days	2019-05-12	2019-05-17	ES	Spain	6058	377	55886894	19612499	537925	32402
rw1	Last week	2019-05-11	2019-05-17	ES	Spain	6140	390	60266381	21149904	574910	34756
rw2	Last 2 weeks	2019-05-04	2019-05-17	ES	Spain	7197	484	88743571	32049608	822617	55235
rw3	Last 3 weeks	2019-04-27	2019-05-17	ES	Spain	7920	640	111086365	40601267	950550	70648
rw4	Last 4 weeks	2019-04-20	2019-05-17	ES	Spain	17115	839	384525860	148534954	3017794	393073
rm1	Last month	2019-04-18	2019-05-17	ES	Spain	18809	886	421620218	161082264	3269316	417993
rm2	Last 2 months	2019-03-19	2019-05-17	ES	Spain	24356	1820	563216967	213709073	4086169	523685
rm3	Last 3 months	2019-02-17	2019-05-17	ES	Spain	25664	2111	586124606	222427869	4216204	536053
rm6	Last 6 months	2019-01-01	2019-05-17	ES	Spain	26285	2183	596265233	226151904	4285333	547736
