recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-15	2019-05-15	LU	Luxembourg	322	69	756950	305560	4122	813
rd2	Last 2 days	2019-05-14	2019-05-15	LU	Luxembourg	357	75	1619698	652839	9028	1679
rd3	Last 3 days	2019-05-13	2019-05-15	LU	Luxembourg	384	77	2447938	973537	13273	2309
rd4	Last 4 days	2019-05-12	2019-05-15	LU	Luxembourg	401	82	3110057	1216869	16563	2802
rd5	Last 5 days	2019-05-11	2019-05-15	LU	Luxembourg	437	87	3698498	1439445	19167	3172
rd6	Last 6 days	2019-05-10	2019-05-15	LU	Luxembourg	452	88	4289754	1664435	21985	3547
rw1	Last week	2019-05-09	2019-05-15	LU	Luxembourg	473	91	4817842	1840606	24693	3856
rw2	Last 2 weeks	2019-05-02	2019-05-15	LU	Luxembourg	642	121	7619901	2811810	41346	5428
rw3	Last 3 weeks	2019-04-25	2019-05-15	LU	Luxembourg	889	158	9971790	3600723	54420	6398
rw4	Last 4 weeks	2019-04-18	2019-05-15	LU	Luxembourg	1074	209	10475412	3737996	58214	6644
rm1	Last month	2019-04-16	2019-05-15	LU	Luxembourg	1120	217	10670939	3790837	59408	6810
rm2	Last 2 months	2019-03-17	2019-05-15	LU	Luxembourg	2413	573	16610965	5670767	96569	9500
rm3	Last 3 months	2019-02-15	2019-05-15	LU	Luxembourg	2779	637	17981964	6065987	104173	10143
rm6	Last 6 months	2019-01-01	2019-05-15	LU	Luxembourg	2938	672	18382637	6195261	106146	10239
