country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
LV	Latvia	f	female	2278	579	9929460	3449005	48562	5034
LV	Latvia	m	male	2118	564	8136895	2845180	37147	4376
LV	Latvia	u	unknown	1982	524	46150	16195	229	28
