advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Britain's Future	Britain's Future	1625300137516491	Facebook	w003	Week 3	436	1	5297714	1541739	58819	7201
People's Vote UK	People's Vote	748608695327755	Facebook	w003	Week 3	384	1	3687395	1199144	76055	10812
The Labour Party	The Labour Party	25749647410	Facebook	w003	Week 3	17	1	2893319	1218333	20196	5940
Best For Britain	Best for Britain	1863944713844924	Facebook	w003	Week 3	76	1	2752035	1252663	26139	7647
We are the 52%	We are the 52%	466744973727718	Facebook	w003	Week 3	33	1	2031537	770065	4875	609
Kialo		729627343834501	Facebook	w003	Week 3	4	1	2000996	900000	9431	1869
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	w003	Week 3	52	1	1252390	409738	14414	3494
Plan International Sverige		382243262003	Facebook	w003	Week 3	65	1	1036363	415870	10592	2641
Greenpeace France		39435457457	Facebook	w003	Week 3	18	1	938982	382000	7482	1200
CIWF Italia		576664002355828	Facebook	w003	Week 3	5	1	799995	320000	6595	1300
Kyriakos Mitsotakis		34848567724	Facebook	w003	Week 3	6	1	774995	340000	1895	500
Alex Salmond	Slainte Media	136191876445102	Facebook	w003	Week 3	3	1	666664	283333	1076	192
MDM Deutsche Münze		126866220711392	Facebook	w003	Week 3	2	1	549998	210000	598	100
European Commission		107898832590939	Facebook	w003	Week 3	4	1	519998	247999	2638	640
Fibrenew International		108329495874655	Facebook	w003	Week 3	1	1	499999	200000	8900	4450
Stop Cambio Climático		124967441456981	Facebook	w003	Week 3	5	1	493608	220944	964	177
Roberta Metsola		406824526101449	Facebook	w003	Week 3	15	1	492766	187861	4154	643
Perseus Apparel		1112003955624720	Facebook	w003	Week 3	11	1	469989	100000	969	0
Ben Houchen - Tees Valley Mayor	Ben Houchen	1934566156780439	Facebook	w003	Week 3	10	1	462740	155400	4288	810
Sacramento Kings		96222644025	Facebook	w003	Week 3	1	1	444444	222222	395	197
London Labour Party	The London Labour Party 	474613052643462	Facebook	w003	Week 3	13	1	430207	179897	1576	456
Leave Means Leave	Leave Means Leave	1705780739687918	Facebook	w003	Week 3	9	1	409990	84999	3808	694
Scientists for EU	Scientists for EU	642444842524195	Facebook	w003	Week 3	8	1	399383	114756	1489	172
The Week UK	The Week	177855115588808	Facebook	w003	Week 3	25	1	366975	134000	3326	115
38 Degrees	38 Degrees	200006375787	Facebook	w003	Week 3	25	1	337465	146875	3006	226
350.org		12185972707	Facebook	w003	Week 3	20	1	322490	68249	1794	244
WeWorld Onlus		299584710061488	Facebook	w003	Week 3	32	1	274823	83629	2766	16
Banque mondiale		155174084508744	Facebook	w003	Week 3	35	1	267303	113923	460	38
InFacts	InFacts	678120165658753	Facebook	w003	Week 3	11	1	244993	53500	1496	173
Rädda Barnen		72659261793	Facebook	w003	Week 3	10	1	239990	54000	1027	314
Simple Politics		1052029294841900	Facebook	w003	Week 3	2	1	229569	91827	530	265
SF Amager KBH		262391220488874	Facebook	w003	Week 3	16	1	226984	103000	1644	696
Kaar Kaas Sonn		215255338679306	Facebook	w003	Week 3	2	1	225806	90322	39	0
Μανώλης Κεφαλογιάννης / Manolis Kefalogiannis		51638783172	Facebook	w003	Week 3	5	1	224995	45000	445	0
Plaid Cymru	Plaid Cymru	26416930992	Facebook	w003	Week 3	5	1	222588	80223	1104	271
NT Live	NT Live	107334993856	Facebook	w003	Week 3	66	1	216979	66562	2919	144
Greenpeace Greece	Greenpeace Greece	31324524225	Facebook	w003	Week 3	1	1	199999	100000	499	100
ABB Formula E		490941397612413	Facebook	w003	Week 3	1	1	199999	100000	577	115
Noah and Jordan: Comedy Duo		915323881890928	Facebook	w003	Week 3	1	1	199999	100000	577	115
Progress	Progress Ltd	160136337364839	Facebook	w003	Week 3	11	1	195988	45000	1260	0
Johan Van Overtveldt		275607285891320	Facebook	w003	Week 3	1	1	194444	77777	388	194
Martynas Nagevičius / LRLS Sostinės liberalai		1146633232128220	Facebook	w003	Week 3	21	1	178053	45666	1361	61
More United	More United	618113871680733	Facebook	w003	Week 3	3	1	171426	48571	1518	281
Nick4Mayor	Nick Forbes for North of Tyne Mayor Campaign	1223209701167500	Facebook	w003	Week 3	5	1	169995	40000	572	0
Pamura		2202939006594824	Facebook	w003	Week 3	1	1	149999	75000	374	75
Rory Palmer MEP	Rory Palmer MEP (Labour Member of the European Parliament for the East Midlands, UK) 	1832404216799553	Facebook	w003	Week 3	3	1	149997	29999	1732	347
Liam Byrne	Liam Byrne MP	147894618876725	Facebook	w003	Week 3	6	1	145828	30666	534	0
Sosialidemokraatit SDP		108945982480217	Facebook	w003	Week 3	7	1	131840	43591	882	152
Organizace pro pomoc uprchlíkům, z.s.		188235971211201	Facebook	w003	Week 3	5	1	129996	26000	67	13
Le Monde		14892757589	Facebook	w003	Week 3	6	1	128721	51411	139	23
Winkler Gyula		1560147330888040	Facebook	w003	Week 3	2	1	127271	63636	133	26
Estremi Rimedi - Web Series		1888810884668917	Facebook	w003	Week 3	3	1	125498	55000	348	50
EU Watch	EU Watch	136146920436020	Facebook	w003	Week 3	1	1	119999	60000	346	69
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	w003	Week 3	4	1	118192	49267	319	42
Kinder in Gefahr - DVCK e.V.		556019341220640	Facebook	w003	Week 3	2	1	117846	47138	428	141
Greenpeace UK	Greenpeace UK 	9250349228	Facebook	w003	Week 3	56	1	117543	44431	734	57
Oxfam Great Britain	Oxfam GB	7214031395	Facebook	w003	Week 3	5	1	117249	48611	1303	247
Stoke Travel		193334324519	Facebook	w003	Week 3	3	1	105248	52100	168	0
Another Europe Is Possible	Another Europe is Possible	1652149835054791	Facebook	w003	Week 3	3	1	104997	22500	749	115
Lambeth Liberal Democrats	Lambeth Liberal Democrats	670304546481949	Facebook	w003	Week 3	3	1	104997	20999	343	0
Wirtschaftskammer		125946327466544	Facebook	w003	Week 3	21	1	102647	21801	1008	70
The News Dump	The News Dump	210909392847421	Facebook	w003	Week 3	29	1	100971	18000	3322	0
Hoxton Capital Management		353185345195139	Facebook	w003	Week 3	1	1	99999	50000	577	115
Conor Burns	Conor Burns MP	755981037856291	Facebook	w003	Week 3	2	1	99998	20000	691	115
SOS-Kinderdörfer weltweit		56497026719	Facebook	w003	Week 3	27	1	99697	45225	649	111
Ipswich Labour	The Labour Party. Promoted by John Cook on behalf of Ipswich Labour Party	342002108699	Facebook	w003	Week 3	7	1	95904	19434	499	28
Johann Gudenus		104145976305577	Facebook	w003	Week 3	15	1	93513	29536	838	113
Women for a People's Vote	Women for a People's Vote	235989320458995	Facebook	w003	Week 3	8	1	92496	21500	921	115
West Mercia PCC	West Mercia Police and Crime Commissioner	1569628153271237	Facebook	w003	Week 3	1	1	90908	45454	262	52
Harmonie & Cinema: Arthouse Kinos Frankfurt		159993250696429	Facebook	w003	Week 3	1	1	87499	43750	436	87
Sheffield City Region Mayor	Sheffield City Region Mayoral Combined Authority	2064459193832465	Facebook	w003	Week 3	7	1	86967	17393	325	31
Michal Šimečka • Progresívne Slovensko		194278021265803	Facebook	w003	Week 3	7	1	86508	40756	672	53
