day_code	day_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d127	2019-05-07	CZ	Czechia	555	92	1102933	328063	2695	635
d126	2019-05-06	CZ	Czechia	639	102	1412798	419742	3789	973
d125	2019-05-05	CZ	Czechia	596	108	1321495	410243	3097	734
d124	2019-05-04	CZ	Czechia	598	111	1779130	652903	5079	1747
d123	2019-05-03	CZ	Czechia	686	121	2272391	809348	6739	2219
d122	2019-05-02	CZ	Czechia	637	122	2080389	766555	5786	1962
d121	2019-05-01	CZ	Czechia	581	120	1648834	648605	4989	1784
d120	2019-04-30	CZ	Czechia	676	134	2146476	806695	6705	2265
d119	2019-04-29	CZ	Czechia	916	139	2762417	899644	11943	3842
d118	2019-04-28	CZ	Czechia	557	135	1055183	376810	4127	1538
d117	2019-04-27	CZ	Czechia	645	139	1353567	427035	5776	1877
d116	2019-04-26	CZ	Czechia	683	147	2232913	683759	10042	3112
d115	2019-04-25	CZ	Czechia	590	140	1138934	278768	4491	968
d114	2019-04-24	CZ	Czechia	559	138	778546	202754	2950	657
d113	2019-04-23	CZ	Czechia	532	143	924048	270601	3198	665
d112	2019-04-22	CZ	Czechia	461	130	289118	92597	1120	204
d111	2019-04-21	CZ	Czechia	498	138	719727	249374	2952	640
d110	2019-04-20	CZ	Czechia	512	142	1166699	380657	3479	1066
d109	2019-04-19	CZ	Czechia	562	162	1742971	663672	5629	1548
d108	2019-04-18	CZ	Czechia	561	160	1654038	433319	3207	648
d107	2019-04-17	CZ	Czechia	534	156	1268241	472000	6104	1320
d106	2019-04-16	CZ	Czechia	541	162	667786	244370	2443	502
d105	2019-04-15	CZ	Czechia	633	166	2323202	839357	11663	2711
d104	2019-04-14	CZ	Czechia	583	168	1156511	454470	5778	1150
d103	2019-04-13	CZ	Czechia	583	175	1088051	441554	5431	1097
d102	2019-04-12	CZ	Czechia	636	193	1223619	478663	6275	1237
d101	2019-04-11	CZ	Czechia	602	190	884172	346632	3376	690
d100	2019-04-10	CZ	Czechia	573	187	717685	291953	2701	472
d099	2019-04-09	CZ	Czechia	594	204	570456	209660	2101	359
d098	2019-04-08	CZ	Czechia	596	211	597545	207677	2594	394
d097	2019-04-07	CZ	Czechia	567	207	530779	194039	2214	356
d096	2019-04-06	CZ	Czechia	534	198	495525	179924	1829	360
d095	2019-04-05	CZ	Czechia	532	191	527605	190408	1876	353
d094	2019-04-04	CZ	Czechia	483	174	515942	179097	2246	453
d093	2019-04-03	CZ	Czechia	445	159	633543	214703	2082	359
d092	2019-04-02	CZ	Czechia	355	139	280730	97845	1160	179
d091	2019-04-01	CZ	Czechia	323	121	232013	83757	1057	172
d090	2019-03-31	CZ	Czechia	349	127	266100	84349	1070	182
d089	2019-03-30	CZ	Czechia	339	120	278862	83345	982	177
d088	2019-03-29	CZ	Czechia	363	130	288848	89784	1257	235
d087	2019-03-28	CZ	Czechia	336	128	278169	93308	1475	293
d086	2019-03-27	CZ	Czechia	314	118	450699	179194	1922	369
d085	2019-03-26	CZ	Czechia	311	112	567928	237653	2177	402
d084	2019-03-25	CZ	Czechia	272	115	547147	232103	1751	333
d083	2019-03-24	CZ	Czechia	252	108	343326	130923	1616	265
d082	2019-03-23	CZ	Czechia	264	118	358699	152376	1952	386
d081	2019-03-22	CZ	Czechia	281	125	317754	128333	1887	284
d080	2019-03-21	CZ	Czechia	265	118	550473	188179	2362	395
d079	2019-03-20	CZ	Czechia	225	98	374448	150887	1346	232
d078	2019-03-19	CZ	Czechia	207	95	162459	42627	613	101
d077	2019-03-18	CZ	Czechia	204	84	416478	155087	849	111
d076	2019-03-17	CZ	Czechia	159	67	114466	30437	316	57
d075	2019-03-16	CZ	Czechia	158	66	106575	27406	284	54
d074	2019-03-15	CZ	Czechia	161	71	136080	33494	387	69
d073	2019-03-14	CZ	Czechia	132	70	218243	62019	681	149
d072	2019-03-13	CZ	Czechia	127	68	121662	30585	407	63
d071	2019-03-12	CZ	Czechia	128	68	189523	45013	763	140
d070	2019-03-11	CZ	Czechia	126	64	239918	87581	552	95
d069	2019-03-10	CZ	Czechia	114	61	229200	83752	445	107
d068	2019-03-09	CZ	Czechia	118	67	193872	78061	329	60
d067	2019-03-08	CZ	Czechia	128	72	420458	127480	896	193
d066	2019-03-07	CZ	Czechia	98	48	248187	91962	413	67
d065	2019-03-06	CZ	Czechia	105	42	88423	23370	225	32
d064	2019-03-05	CZ	Czechia	134	40	143848	33309	276	23
d063	2019-03-04	CZ	Czechia	80	36	79823	21664	212	20
d062	2019-03-03	CZ	Czechia	66	30	25457	7405	171	14
d061	2019-03-02	CZ	Czechia	72	32	38198	11821	203	17
d060	2019-03-01	CZ	Czechia	71	35	24691	7042	171	13
d059	2019-02-28	CZ	Czechia	76	33	148304	64484	637	235
d058	2019-02-27	CZ	Czechia	77	31	88185	19473	197	17
d057	2019-02-26	CZ	Czechia	62	31	21630	5497	68	13
d056	2019-02-25	CZ	Czechia	58	29	23085	5820	85	16
d055	2019-02-24	CZ	Czechia	57	27	54645	14139	86	16
d054	2019-02-23	CZ	Czechia	60	29	54907	14183	89	16
d053	2019-02-22	CZ	Czechia	62	31	77773	25636	193	39
d052	2019-02-21	CZ	Czechia	62	32	63076	17536	124	29
d051	2019-02-20	CZ	Czechia	60	32	29996	9155	106	21
d050	2019-02-19	CZ	Czechia	65	37	32292	8876	112	23
d049	2019-02-18	CZ	Czechia	61	31	37970	13341	170	32
d048	2019-02-17	CZ	Czechia	54	27	47264	10933	67	14
d047	2019-02-16	CZ	Czechia	52	27	44753	10428	57	12
d046	2019-02-15	CZ	Czechia	52	24	78002	17066	70	15
d045	2019-02-14	CZ	Czechia	50	24	48581	11519	62	12
d044	2019-02-13	CZ	Czechia	52	26	87290	30131	132	25
d043	2019-02-12	CZ	Czechia	55	29	57251	24170	149	25
d042	2019-02-11	CZ	Czechia	51	28	57883	25726	132	25
d041	2019-02-10	CZ	Czechia	44	23	16241	5649	48	9
d040	2019-02-09	CZ	Czechia	44	23	44699	19895	195	38
d039	2019-02-08	CZ	Czechia	46	23	32175	8255	51	9
d038	2019-02-07	CZ	Czechia	53	26	77245	22489	378	74
d037	2019-02-06	CZ	Czechia	57	28	66962	16889	109	20
d036	2019-02-05	CZ	Czechia	44	23	33725	7771	57	11
d035	2019-02-04	CZ	Czechia	38	18	25777	6171	30	5
d034	2019-02-03	CZ	Czechia	30	17	25806	6210	29	5
d033	2019-02-02	CZ	Czechia	29	17	6366	2335	23	4
d032	2019-02-01	CZ	Czechia	35	20	11056	3255	28	6
d031	2019-01-31	CZ	Czechia	40	20	28520	6882	37	8
d030	2019-01-30	CZ	Czechia	38	20	27692	6716	36	8
d029	2019-01-29	CZ	Czechia	40	19	32058	8755	60	12
d028	2019-01-28	CZ	Czechia	48	18	16820	6049	53	16
d027	2019-01-27	CZ	Czechia	34	17	16550	5968	52	16
d026	2019-01-26	CZ	Czechia	34	17	11607	3479	34	7
d025	2019-01-25	CZ	Czechia	35	17	14051	4719	43	11
