advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	m13_17	male (13-17)	1166	1	6744880	2876216	22841	4425
Dungeon Defenders		107960282569653	Facebook	m13_17	male (13-17)	291	1	2555670	1041672	7681	898
Greens/EFA in the European Parliament		150527751674751	Facebook	m13_17	male (13-17)	51	1	869270	377434	1136	148
NPO Zapp		205247699486388	Facebook	m13_17	male (13-17)	2	1	815871	407936	615	248
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	m13_17	male (13-17)	58	1	793837	327928	2510	813
Europäisches Parlament - Verbindungsbüro in Deutschland		294494163510	Facebook	m13_17	male (13-17)	38	1	668306	303571	2242	413
Knovva Academy		1619172795053683	Facebook	m13_17	male (13-17)	1	1	581077	290539	258	51
Europäisches Parlament Österreich		124468054313069	Facebook	m13_17	male (13-17)	29	1	503957	206464	2149	690
e.on		511324618972373	Facebook	m13_17	male (13-17)	2	1	460342	215713	301	60
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	m13_17	male (13-17)	33	1	425948	194473	952	230
Claudia Gamon	NEOS	447992848717452	Facebook	m13_17	male (13-17)	308	1	422215	139505	3072	527
Social Plastic		486324651440186	Facebook	m13_17	male (13-17)	4	1	408507	166276	128	13
SPÖ	SPÖ	77393060080	Facebook	m13_17	male (13-17)	266	1	408448	135119	2626	386
Sportello Amianto Nazionale		1354625791215832	Facebook	m13_17	male (13-17)	2	1	383398	153359	382	76
Artikel Eins - Initiative für Menschenwürde e.V.		947010102081338	Facebook	m13_17	male (13-17)	5	1	336981	144588	286	38
Dynamique Umoja Plus		1724133231161193	Facebook	m13_17	male (13-17)	2	1	317279	126912	281	56
Industria		252084118203234	Facebook	m13_17	male (13-17)	1	1	299679	149840	173	34
Andreas Schieder	SPÖ	290881691011354	Facebook	m13_17	male (13-17)	127	1	296268	101642	2463	520
Die Grünen	Die Grünen	21759893033	Facebook	m13_17	male (13-17)	96	1	285695	91354	2124	420
Harald Vilimsky		547597092025909	Facebook	m13_17	male (13-17)	101	1	281139	114671	2533	581
UR Team		539695462729003	Facebook	m13_17	male (13-17)	1	1	266376	106550	52	0
ABB Formula E		490941397612413	Facebook	m13_17	male (13-17)	6	1	264662	112776	662	266
Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	m13_17	male (13-17)	1384	1	252070	54600	5764	118
China Xinhua News		338109312883186	Facebook	m13_17	male (13-17)	5	1	248793	116795	111	18
Sawab Center FR		1211855348956946	Facebook	m13_17	male (13-17)	7	1	245473	100165	102	19
