advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	u13_17	unknown (13-17)	558	1	19734	8281	82	13
Dungeon Defenders		107960282569653	Facebook	u13_17	unknown (13-17)	144	1	13189	5238	50	4
The Trevor Project		24470472733	Facebook	u13_17	unknown (13-17)	1	1	8706	3482	7	1
Caspar the Hat	Emily Doherty	261773154498428	Facebook	u13_17	unknown (13-17)	79	1	6303	1683	72	0
NPO Zapp		205247699486388	Facebook	u13_17	unknown (13-17)	2	1	4320	2160	3	1
Adolescent Clothing		172140676309487	Facebook	u13_17	unknown (13-17)	1	1	3977	1591	0	0
Greens/EFA in the European Parliament		150527751674751	Facebook	u13_17	unknown (13-17)	43	1	3470	1486	5	1
Europäisches Parlament - Verbindungsbüro in Deutschland		294494163510	Facebook	u13_17	unknown (13-17)	31	1	2976	1345	10	2
Politictee Correct		292246704741314	Facebook	u13_17	unknown (13-17)	7	1	2708	1343	15	5
Europäisches Parlament Österreich		124468054313069	Facebook	u13_17	unknown (13-17)	28	1	2678	1086	11	3
Feministiskt initiativ	Feministiskt initiativ	112513375470294	Facebook	u13_17	unknown (13-17)	17	1	2398	1060	13	5
Your Liberal Britain	Your Liberal Britain	1501847943457407	Facebook	u13_17	unknown (13-17)	17	1	1953	431	10	0
Make.org	Make.org	122037308191612	Facebook	u13_17	unknown (13-17)	14	1	1882	779	3	1
SPÖ	SPÖ	77393060080	Facebook	u13_17	unknown (13-17)	141	1	1788	593	11	1
Wholesome Culture		1664959567149320	Facebook	u13_17	unknown (13-17)	7	1	1756	808	4	0
Artikel Eins - Initiative für Menschenwürde e.V.		947010102081338	Facebook	u13_17	unknown (13-17)	5	1	1531	653	1	0
Claudia Gamon	NEOS	447992848717452	Facebook	u13_17	unknown (13-17)	132	1	1468	493	10	1
Northenden World	Northenden World Admin	1692130001038191	Facebook	u13_17	unknown (13-17)	86	1	1431	225	63	0
Sportello Amianto Nazionale		1354625791215832	Facebook	u13_17	unknown (13-17)	2	1	1413	565	1	0
e.on		511324618972373	Facebook	u13_17	unknown (13-17)	2	1	1367	650	0	0
European Greens		141366725876424	Facebook	u13_17	unknown (13-17)	32	1	1355	591	5	1
Ramblers Scotland	Ramblers Scotland	136198803072713	Facebook	u13_17	unknown (13-17)	8	1	1292	354	3	0
Stoffgewickelt		371431596728634	Facebook	u13_17	unknown (13-17)	11	1	1291	522	7	0
Die Grünen	Die Grünen	21759893033	Facebook	u13_17	unknown (13-17)	72	1	1257	394	9	1
uger		635886813251293	Facebook	u13_17	unknown (13-17)	5	1	1243	308	4	0
Plaid Cymru	Plaid Cymru	26416930992	Facebook	u13_17	unknown (13-17)	13	1	1106	451	8	1
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	u13_17	unknown (13-17)	59	1	1095	456	5	1
Our Future, Our Choice	Our Future, Our Choice	1777176712575796	Facebook	u13_17	unknown (13-17)	50	1	1086	250	5	0
Andreas Schieder	SPÖ	290881691011354	Facebook	u13_17	unknown (13-17)	77	1	1048	365	8	1
Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	u13_17	unknown (13-17)	182	1	1027	241	17	0
Organizace pro pomoc uprchlíkům, z.s.		188235971211201	Facebook	u13_17	unknown (13-17)	41	1	1025	276	0	0
Sophie Løhde	Sophie Løhde	699619700116377	Facebook	u13_17	unknown (13-17)	14	1	981	280	8	1
Stadt Wien	Stadt Wien	110971788921077	Facebook	u13_17	unknown (13-17)	13	1	974	402	5	0
UNICEF Europe & Central Asia		373536278864	Facebook	u13_17	unknown (13-17)	1	1	962	385	0	0
W&SE4Corbyn for PM	W&SE4Corbyn Admin	187160521723234	Facebook	u13_17	unknown (13-17)	23	1	932	177	10	0
Less Saves The Planet		222697015050981	Facebook	u13_17	unknown (13-17)	3	1	874	433	2	0
Another Europe Is Possible	Another Europe is Possible	1652149835054791	Facebook	u13_17	unknown (13-17)	6	1	867	412	2	0
Best For Britain	Best for Britain	1863944713844924	Facebook	u13_17	unknown (13-17)	19	1	850	208	9	1
Ill Blu		364975316870610	Facebook	u13_17	unknown (13-17)	7	1	784	246	1	0
Miljökämpar	Nilsson Patrik Topias Lennart	1702634723115004	Facebook	u13_17	unknown (13-17)	1	1	781	390	1	0
